"","Name","Chromosome","Position","CmDW_g","Cml_cm","CmD_BI_mm","CmD_LI_mm","CmN.","Bcirc_cm","Yld_kg","SDW_kg","CCirc_cm","Lg","GS","FD","SRD","ADD","mc","Yld_1","Yld","AIL","CmDW.V"
"414","PstI.TP1053336",1,3955998,0.389800743013508,0.0539156928981397,0.50306496895438,0.624247935619635,0.453077357956722,0.251904828009921,0.340105600529157,0.102943171660201,0.513825775339481,0.796013601711406,0.862154758270754,0.0262912923516863,0.00520548547210774,0.144187512964719,1.11798795828688,0.262780508312046,0.262780508316029,0.140573657375925,0.582142304628811
"2324","PstI.TP891020",1,4033768,0.936641277346072,1.25141129095043,0.875226649658065,0.604919023776001,0.475902575487851,0.807527130952163,0.845587904188355,0.730913571763344,0.469882079752854,0.0555793386676889,0.141712205429897,0.191183060404263,0.364130884084588,1.24088404583869,1.23475627164299,0.610238183335814,0.610238183333425,0.510743547306304,0.826972654338953
"321","PstI.TP1007615",1,4064445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1767","PstI.TP629254",1,4276045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"846","PstI.TP140451",1,4460094,0.486996300344289,0.175004501201614,0.347657395549792,0.313295442687617,0.235058299018772,0.483182491039118,0.766864930976329,0.533864800568629,1.35801574184114,0.929096796664787,0.216179896167349,0.162314015242228,0.829593315258043,0.371625188466439,0.467707253142945,0.64516884415174,0.645168844155611,0.00609909907058145,0.514322454583931
"1371","PstI.TP403850",1,4535788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148","NsiI.TP468762",1,4620729,0.0216792985734593,0.0385612739032134,0.49670475935871,0.0632419313982398,0.400024285353329,0.141637154679401,0.169140265524732,0.18465269467366,0.102049362588775,0.192183995020416,0.0554634777827051,0.682432025996939,0.662219299248003,1.76445813294171,0.359291912859294,0.129218530180138,0.129218530168525,0.589298965176227,0.17270605703393
"1163","PstI.TP307588",1,4762662,0.943607884844788,0.359465131459053,0.439859905163427,0.652811414037366,0.676960504528741,0.546120005196002,0.818711101511961,0.48943666655452,1.19136722056627,0.714950400210857,0.00715417814447373,0.0341612201241633,0.0384651957079677,0.0522913091166675,0.150868373090428,0.930811233905661,0.930811233908277,0.180072369151366,0.836977822576076
"2381","PstI.TP920636",1,4777048,0.330258979951117,0.458838331886288,0.00464431406408738,0.370993478662578,0.536458230068472,0.23325572705344,0.564309403904254,0.978213254992906,0.602715421521487,0.141757082535003,0.229764828248598,0.495336859428226,0.132217230048272,0.378019468583079,0.868912913768511,0.731138397023564,0.73113839702525,0.218076367382698,0.132587986168314
"2446","PstI.TP947391",1,4891496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1856","PstI.TP683907",1,4900973,0.797306045926678,0.440165527172597,0.669575664627253,0.590906555966151,0.560470145041115,1.3687921653152,1.17250671798484,1.30758150140955,0.980118070713419,1.0128806123951,0.360817917181505,0.00440198591394326,0.709354989151373,0.10008637335687,0.274184540861788,1.261127267624,1.26112726760936,0.0958215090429031,0.878964157065543
"1367","PstI.TP402429",1,4990016,0.361831519925812,0.463225243350552,0.283099726581069,0.384922233971954,0.300839774031173,0.226725252497498,0.337863006549573,0.406879927233948,0.653055522514377,2.14773612039506,0.720585116130396,0.292095183221601,0.240962641710266,0.0182245234038933,0.0837592412209993,0.401622677988234,0.401622677992573,0.0294480974240223,0.339687021705025
"527","PstI.TP1126882",1,5115206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1857","PstI.TP684655",1,5379329,0.206175513427172,0.0715050772481296,0.611279296557784,0.108392859027444,0.326608012628109,0.0931338538755965,0.0250900971922614,0.00619426229698715,0.174053326278334,0.552125629803967,0.797267841857889,0.227206412493919,0.000750946241630944,0.0740035975398659,0.103707994787606,0.010681784649822,0.0106817846512788,0.289932165594727,0.378310852513601
"80","NsiI.TP367540",1,5460609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2463","PstI.TP9547",1,5534818,0.363469557053194,0.0791101806546211,0.381282883002571,0.0502253442595946,0.585600607811723,0.384754969299857,0.339217515060568,0.0991807263208181,0.385379772301858,0.242467924934806,0.527071557634418,0.664050342643586,0.683412222975193,0.505328843606794,0.22284081486037,0.407499718681796,0.407499718675873,0.882759019486087,0.536999794670266
"1509","PstI.TP476949",1,5536792,0.0944099750028898,0.107647839874916,0.328868015689668,0.260931279568442,0.137021038995591,1.10386063440507,0.141403969997391,0.159190383444535,0.214490337830743,0.576240498392904,0.220470653447282,0.727578600773002,0.444864447524206,0.23866146838074,0.316101782987443,0.243246129689387,0.243246129680419,0.0893679667023703,0.0602569046588074
"1127","PstI.TP291849",1,5571398,0.213894004385569,0.0701032391542607,0.00217601728736757,0.0632188071417465,0.753707908100605,0.293598280841183,0.107843264049418,0.0639790968975599,0.166112039092222,0.259268263145509,0.186829102188258,0.124188849348824,0.351033403970198,0.392959459657806,0.816739454473484,0.12293475064516,0.122934750639636,0.541090181875457,0.108642271465002
"1841","PstI.TP677745",1,5751851,0.436471874770124,0.398347953493703,0.54969999917386,0.407714502957647,0.0210209458417951,0.688310487508061,0.423927114350254,0.471701679801111,0.113095773955208,0.431586133781778,0.186534605595358,0.84692733597477,0.417864060428879,0.385536689146395,0.488337548567106,0.623709552633277,0.623709552600212,0.633506187828528,0.488900561708852
"1972","PstI.TP739422",1,5776555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901","PstI.TP705967",1,5858828,0.0683808671017278,0.207994350326545,0.238124834657537,0.143553480696558,0.340022352116128,0.0934375897899938,0.0203695624167987,0.108625864228929,0.17654468979723,1.06322662387238,0.342017985993078,0.0671140233548937,0.338983450670042,0.161806446684847,0.0342844427153106,0.0124628216684762,0.0124628216658979,0.969371415346852,0.233005029065438
"762","PstI.TP1252197",1,5912854,1.09739614849304,1.14413885443508,0.605797094581772,0.966399950713284,1.05329951736452,0.026737290384824,0.441292224913428,0.72412550533454,0.302137706996594,0.780969346939346,1.26485867864956,0.399542229535992,0.85838660199394,0.118522019255459,0.855328146366861,0.528357702234745,0.528357702230859,0.0169192872601613,0.844607760376674
"594","PstI.TP116123",1,5967108,0.730601767728018,0.533650201312991,0.46934180227176,0.75415063464942,0.270498543028203,0.00701998733300619,0.568144171313297,0.741792631159156,0.858306484326189,1.44944316917027,1.44316797587789,0.201329013047645,0.320474793824674,0.480828148126012,0.283514274126887,0.625740642435912,0.625740642449714,0.213010141773966,0.622880529797791
"2120","PstI.TP804275",1,5979740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1577","PstI.TP523933",1,6018181,2.51882102212325,0.962382654867792,2.08952286402139,1.34060163752799,1.6970259575613,0.503551439736371,1.38776767022568,1.43072921335833,1.56500119649708,0.331717981868488,1.05016041782367,0.306913518216905,2.58660065099969,0.213171400306651,0.747451995690638,1.61434466964035,1.61434466962851,0.42318465420169,2.7758521649308
"1941","PstI.TP722242",1,6187691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160","NsiI.TP488601",1,6409370,1.02314980688848,1.39059598401839,0.376841649967561,0.998838116947242,1.21897619761157,0.579763521163377,0.719427730526231,0.769407914798772,0.577511307387539,0.356087903975262,0.72754923463558,0.0980618881154864,0.71439776448983,0.5360930165582,0.336299681380576,0.702587664264774,0.70258766427591,0.0444346637884327,0.705233934076145
"340","PstI.TP1015835",1,6514843,0.353118338196282,0.229245715321362,0.577643742520286,0.319591350036926,0.186128864333175,0.429575676775158,0.158320173545821,0.152808906044506,0.0665405564043804,0.830653480247101,0.272923338505227,0.372763953852282,0.796511052427101,0.468003286225969,0.472262418307087,0.25002790448512,0.250027904475967,0.176310162907111,0.426623677416766
"1644","PstI.TP547229",1,6574881,0.768570938658084,1.22578670805473,0.559812394945441,0.527956088320399,1.4198748453773,0.0106760295787248,0.274163023693279,0.189582638540229,0.122355689491486,0.383245628184277,0.358371528929945,0.452734747595655,0.0135379666211449,0.269033245918335,0.170632435112437,0.251206961321932,0.251206961325092,0.123217560755947,0.512509526027605
"533","PstI.TP1129801",1,6608649,0.00500981418415067,0.0513131568681383,0.0672306532742832,0.247920521523108,0.0025412939323568,0.451977923402285,0.806336414090403,0.514443432731554,0.312868130915354,0.238595286273283,0.0278753100228172,0.111564662105628,0.0307728666124608,0.0180494416245689,0.661312115650133,0.656491753206818,0.656491753215036,0.0275103008181031,0.0270456951490244
"1086","PstI.TP272307",1,6679965,0.209883609319731,0.212382073960589,0.269147283954872,0.277000312598202,0.0707893825738453,0.207148055554061,0.108127049494252,0.103462736234965,0.149671648324954,0.154995288842405,0.27122800874136,0.288208328493953,0.53368242673725,0.243053658372446,0.596483955215694,0.0807445668207623,0.0807445668168291,0.345460419018113,0.323739953098956
"2210","PstI.TP841428",1,6731433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548","PstI.TP1136661",1,6752030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1449","PstI.TP444825",1,6930877,0.349852478635105,0.259573983237058,0.0305109804988841,0.108100385986151,0.561100336451375,0.020534545299971,0.203349377155412,0.319148525300424,0.366773687253479,0.0302385825140765,0.16112924065143,0.313979598963197,0.465999374064362,1.58945875583896,0.60550649939249,0.250511521711803,0.25051152172353,0.0728950742398694,0.139515168802248
"1683","PstI.TP572285",1,6947477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","NsiI.TP800074",1,6979429,0.25002677396479,0.0789936236029437,0.753657235598612,0.817399977566002,0.485080600788106,0.0145670881800584,0.257779697410658,0.175402962606332,0.278149480057815,0.214267322806978,0.248016387481273,0.484066184446045,0.194255172427338,0.0898059245222889,1.88445032939026,0.133629695844854,0.133629695847012,0.227082777970002,0.517655614901785
"2123","PstI.TP806450",1,7007771,0.3810692802213,0.198265707504418,0.251188766873912,0.0490565679937731,0.242069138435882,0.0285729719788201,0.0444207559123197,0.0985758140372749,0.0674916531598951,0.285615035567152,0.263886812385269,0.640334395887177,0.690074250679316,1.25774754645941,0.8989305879747,0.0103296287338839,0.0103296287340422,0.0247620739985163,0.300281637447066
"1443","PstI.TP443586",1,7215893,0.121290210196433,0.060973227030978,0.695186478116934,0.12470031531362,0.604884533008648,0.0756771986910293,0.0736214512295272,0.0924561007661751,0.0629250575719759,1.17295947787636,0.0164027730927432,0.910657960775811,0.0776809819856921,0.73141145382675,1.03290472770635,0.146952393346213,0.14695239334162,0.343594259321566,0.349875297136779
"1526","PstI.TP488378",1,7260223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"83","NsiI.TP375218",1,7321465,0.345065147451932,0.255258751202554,0.339764507250167,0.139192975615351,0.0289071295534376,0.410786743008113,0.199367137231918,0.187637288561551,0.0421229927076967,0.162495794119344,0.34410773564673,0.0574632758668595,0.548800018555724,0.653101888042988,0.485148112045755,0.307779406891328,0.307779406875412,0.548335344889354,0.344512834319133
"1464","PstI.TP451905",1,7339832,0.148927762818779,0.0341654827904332,0.0840531286280227,0.0378476267144585,0.572831728919751,0.609938483991525,0.475490114838908,0.58184727352672,0.363960711542581,0.298113921201169,0.6069623625333,0.715327523845405,1.25160073706841,2.06858406010396,0.474967156099424,0.412894162190952,0.412894162180114,0.31666747083128,0.114028697944641
"1919","PstI.TP712786",1,7449325,0.116050979803853,0.0960518919047559,0.0444642036773949,0.0548017344410575,0.387260408928909,0.155090189222749,0.18270799552351,0.204363605209349,0.277819260951385,0.424499384972944,0.0211672117997319,1.03352128018058,0.374101076450968,0.234839444960905,0.40606291136194,0.221155816700369,0.221155816695203,0.279183449529947,0.0606327200074252
"551","PstI.TP1137764",1,7486769,0.119571388644603,0.229234688586036,0.000816413964254411,0.0597383527461018,0.21965086092871,0.0734021013671956,0.195048965224238,0.133055986052166,0.120479368283897,0.376458568128961,0.13108290725348,0.315812490795637,0.052993367325836,0.172328369679331,1.23969088340784,0.0574628368577081,0.0574628368602468,0.540692960854473,0.0143826327683774
"621","PstI.TP1173447",1,7571007,0.212945222465903,0.474627772549687,0.179239782205652,0.455560464241061,0.468437701723225,1.25244060879046,0.238435932000137,0.185030359651395,0.0238364565049887,1.46693708310072,0.132705536104129,0.142144376648856,0.648929829142392,0.413809629719207,0.212317629785335,0.220011326800163,0.220011326798294,0.0197064824515728,0.150669338070279
"1745","PstI.TP614866",1,7824409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2497","PstI.TP973605",1,7933170,0.237682695211938,0.0551384279752452,0.146192297555512,0.202440928803224,0.310200413231431,0.0043258268628897,0.446475995473737,0.500930764955437,0.608824732834775,0.607215756875927,0.0983694158326977,0.632097142566819,0.470387740037899,0.199469169877981,0.361804756794989,0.446645679673673,0.446645679683774,0.0937653401327829,0.218944401401634
"2496","PstI.TP972953",1,7984963,0.960488741215179,1.79219865087029,1.02928511929728,0.797635409011773,0.246778810342342,1.6814097727913,0.557282408121363,0.831063972388269,0.347132878668272,1.34238390513947,1.10227117592733,0.251211400209762,1.37370997113373,0.727076242925558,1.32605064797843,0.672742549378707,0.672742549370255,1.44109141339525,0.782951797861129
"1293","PstI.TP36329",1,8029204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1164","PstI.TP308053",1,8330660,0.884992548938303,0.23219652358452,0.652716980581333,0.406950368376834,0.949611024536138,0.293861753603737,0.682554550495862,0.571219688263448,2.11554254351312,0.016449232421889,0.495369695540216,0.277625640468808,1.28228659543434,0.562362448059012,0.28186618660227,0.545201883388749,0.545201883390869,0.316666647897475,0.914714533398547
"1405","PstI.TP424566",1,8533790,0.351139274284103,0.274611729771304,0.38447916458688,0.426115821210111,0.366438771644122,0.682408106603682,0.104622154055082,0.22872314731861,0.107787656724032,0.189600389514578,0.686466165969772,0.61767754125708,0.0210245770544858,0.284534523219803,0.315200216581625,0.129246127086563,0.12924612708986,0.185532664016872,0.429991307954257
"2518","PstI.TP983141",1,8569458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1150","PstI.TP302093",1,8923298,0.347329494277994,0.0997770881623819,0.540618242605197,0.0794098574104352,0.466470233386541,0.0844536578703564,0.13640744729405,0.0212944008880634,0.115350451028601,0.0350924381442165,0.30176423522185,1.28962583669123,0.0606472048199356,0.492578931273343,0.339128064592504,0.0971168844578884,0.0971168844595856,0.183242099935483,0.426788003790597
"1492","PstI.TP461927",1,9014162,0.514879924579064,0.522510662828622,0.477386759080747,0.186287250795843,0.138024971590229,0.0164266649921535,0.174920371781739,0.0124018243546872,0.367564593856969,0.429925689545773,0.35651080211143,1.24644557585626,1.82222585301553,1.00030193004039,0.839854746723548,0.105956183023976,0.105956183025782,0.340938457059504,0.382660289698406
"1441","PstI.TP443245",1,9039678,0.229691825535489,0.346636742628589,0.0858566137093423,0.411228227100944,0.726392606865919,0.999527820588744,0.549482788113222,0.546149862829447,0.248152063029383,0.101031606036245,0.0752949802810946,0.581525352622162,0.217023958245839,0.119304368419193,0.211251236278566,0.551949429297347,0.551949429301702,0.306174080738366,0.129351009410874
"1627","PstI.TP542649",1,9116308,0.0772370271613588,0.115057469220961,0.194580208766857,0.0336391287478934,0.0598787759181272,0.290063768625352,0.0670200132485434,0.292309439162625,0.0732214100039131,0.217388766916227,0.40307992760717,0.526908073774594,0.484675383403954,1.54230798367466,1.26908680001249,0.115606234635906,0.115606234651583,0.178642952407834,0.104027468745976
"1663","PstI.TP550784",1,9140137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1699","PstI.TP581769",1,9144035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1993","PstI.TP745827",1,9270379,0.172414052514139,0.637459307940089,0.049309616450058,0.383768040365853,0.197189595497515,0.132519007948596,0.0406637609445961,0.166956396387473,0.0128273939700179,0.00319384276823455,0.260787343033699,0.651325022075471,0.0502394512099852,0.678332511742247,0.436160866330407,0.0905601157078875,0.0905601157017982,1.13615847186117,0.0615021291246817
"2498","PstI.TP974726",1,9504539,0.56410011885586,1.40556557253316,0.584094108327172,0.624119385046963,0.32541923970218,0.292323875635714,0.532052273982082,0.54202126419485,0.355261671406821,0.085555359221394,3.21175814959535,0.211492078327777,0.181321909520198,0.442933097970283,0.263335544670469,0.456014819912106,0.456014819915213,1.01990841855751,0.325309471191625
"1890","PstI.TP701371",1,9558859,0.0611414597029501,0.116026326749286,0.00793547913150934,0.331739560151539,0.352444662393472,0.783007399580684,0.32247426286953,0.139416620041125,0.126284533763349,0.0733963785912385,0.0586107300716252,0.918017620389341,1.06846178047958,2.01692782498382,0.926341676370985,0.228417805167268,0.228417805151719,0.824117335874372,0.112672213324416
"1341","PstI.TP390724",1,9756005,0.0085111983779354,0.188699747921699,0.0692875124501435,0.0213926483530417,0.0416954877858605,0.21852292983976,0.101620218363686,0.0630467594643429,0.641484514182693,0.921582098413808,0.0520199316163045,0.0257964875840809,0.557325496216605,0.0808227998275125,0.0579685385762057,0.102827440429523,0.102827440426561,0.483767962053122,0.16345981967572
"1057","PstI.TP258967",1,9761381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1323","PstI.TP377612",1,9851429,0.232585391924749,0.0119918199720052,0.288921605954579,0.275387138731029,0.222075379183955,0.914406314937617,0.229957121532302,0.214981393904222,0.0242811719271481,0.915182282630748,0.0254623443273406,0.014804214585711,0.421265323297908,0.254600518058211,0.125249726613424,0.235544866825977,0.235544866814048,0.531075591445693,0.32730072324532
"1322","PstI.TP377610",1,9851445,0.255197884234119,0.123705221842547,0.0741687489070164,0.144810178686768,0.562038905946537,0.879362005535361,0.148311265797933,0.0821692027232681,0.118918596373671,0.0673044864867903,0.0911996911426419,0.200147305229594,0.0000423736126273816,0.902468329323146,0.439454255471785,0.0882027677851301,0.0882027677866278,0.692294360547356,0.309556183662467
"309","PstI.TP1001875",1,9929490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
