"","SNP","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","PS","Software","Method","Trait.name","PVE","MAF","QTN.effect","LOD.score","Genotype.for.code.1","Var_error","Var_phen..total.","X","P.value.1","MAF.1","PVE.1"
"16","NsiI.TP251198",11,11959,1.5417950100932e-06,0.169181035461555,124,0.522840106046547,0.629648816729394,0.00238030046571589,1.19840783135479,0.00238030046571589,"124+36088im","PS_Y","GAPIT","CMLM","GS",10.6808710682847,NA,NA,NA,NA,NA,NA,NA,2e-06,NA,10.68
"17","NsiI.TP693777",1,69767711,1.54246809168141e-06,0.384042750046127,124,0.522840106046547,0.629644532717993,0.00238030046571589,-1.74780117281087,0.00238030046571589,"124+36088im","PS_Y","GAPIT","CMLM","GS",10.6804426671446,NA,NA,NA,NA,NA,NA,NA,2e-06,NA,10.68
"18","NsiI.TP776707",2,77323616,2.1366669947158e-06,0.0787961206293816,124,0.522840106046547,0.626452780962954,0.00311407344107636,-1.12717283539143,0.00311407344107635,"124+36088im","PS_Y","GAPIT","CMLM","GS",10.3612674916407,NA,NA,NA,NA,NA,NA,NA,2e-06,NA,10.36
"19","PstI.TP471886",11,3583,2.27567195834372e-06,0.0930918865772764,124,0.522840106046547,0.625837831193431,0.00314210411343101,0.559367488725009,0.00314210411343101,"124+36088im","PS_Y","GAPIT","CMLM","GS",10.2997725146884,NA,NA,NA,NA,NA,NA,NA,2e-06,NA,10.3
"20","PstI.TP1078462",11,7529,2.43517636993484e-06,0.393583505237841,124,0.522840106046547,0.625177746694682,0.00319422084444352,-1.56933621844516,0.00319422084444353,"124+36088im","PS_Y","GAPIT","CMLM","GS",10.2337640648135,NA,NA,NA,NA,NA,NA,NA,2e-06,NA,10.23
"21","PstI.TP1266759",3,52149252,2.57526242603523e-06,0.0573034765556845,124,0.522840106046547,0.624633429533176,0.00321711592783849,0.655825752762596,0.00321711592783849,"124+36088im","PS_Y","GAPIT","CMLM","GS",10.1793323486629,NA,NA,NA,NA,NA,NA,NA,3e-06,NA,10.18
"22","NsiI.TP90756",11,10130,3.10559658042476e-06,0.0829971390827015,124,0.522840106046547,0.622815579339682,0.00360787217639318,0.942362744802325,0.00360787217639318,"124+36088im","PS_Y","GAPIT","CMLM","GS",9.99754732931351,NA,NA,NA,NA,NA,NA,NA,3e-06,NA,9.998
"23","PstI.TP504045",11,3810,3.16311123187631e-06,0.202405561821558,124,0.522840106046547,0.622637794183564,0.00360787217639318,1.21433024544483,0.00360787217639318,"124+36088im","PS_Y","GAPIT","CMLM","GS",9.97976881370171,NA,NA,NA,NA,NA,NA,NA,3e-06,NA,9.98
"24","NsiI.TP511109",10,58780153,4.01861737610865e-06,0.0873448351272479,124,0.522840106046547,0.620324782470027,0.00439268367686809,-0.600175693787298,0.0043926836768681,"124+36088im","PS_Y","GAPIT","CMLM","GS",9.748467642348,NA,NA,NA,NA,NA,NA,NA,4e-06,NA,9.748
"25","NsiI.TP713435",11,17915,4.31782911788699e-06,0.0802843948361387,124,0.522840106046547,0.619633058032814,0.00453095716314589,-0.926536537753802,0.00453095716314589,"124+36088im","PS_Y","GAPIT","CMLM","GS",9.6792951986267,NA,NA,NA,NA,NA,NA,NA,4e-06,NA,9.679
"26","NsiI.TP336234",11,12829,5.71672394355307e-06,0.122775345466312,124,0.522840106046547,0.616939636459651,0.00543962888118511,-0.751532673289374,0.00543962888118511,"124+36088im","PS_Y","GAPIT","CMLM","GS",9.4099530413104,NA,NA,NA,NA,NA,NA,NA,6e-06,NA,9.41
"27","PstI.TP761602",3,3266703,5.7443611256909e-06,0.0526227347837296,124,0.522840106046547,0.616893485807697,0.00543962888118511,0.715995941549268,0.00543962888118511,"124+36088im","PS_Y","GAPIT","CMLM","GS",9.405337976115,NA,NA,NA,NA,NA,NA,NA,6e-06,NA,9.405
"28","PstI.TP523812",5,18073563,5.80580958577354e-06,0.0826702473101831,124,0.522840106046547,0.616791681186199,0.00543962888118511,-0.688271155103972,0.00543962888118511,"124+36088im","PS_Y","GAPIT","CMLM","GS",9.3951575139652,NA,NA,NA,NA,NA,NA,NA,6e-06,NA,9.395
"29","PstI.TP838063",11,5808,6.05948674416397e-06,0.0648828413952113,124,0.522840106046547,0.616382726796614,0.00548153707746199,-0.627896335195335,0.00548153707746199,"124+36088im","PS_Y","GAPIT","CMLM","GS",9.3542620750067,NA,NA,NA,NA,NA,NA,NA,6e-06,NA,9.354
"30","PstI.TP958383",11,6682,7.26394206739486e-06,0.127619887705361,124,0.522840106046547,0.614653066000779,0.00618991129284542,0.618069157813355,0.00618991129284542,"124+36088im","PS_Y","GAPIT","CMLM","GS",9.1812959954232,NA,NA,NA,NA,NA,NA,NA,7e-06,NA,9.181
"31","PstI.TP1243013",11,8761,7.31444880987299e-06,0.293966274059732,124,0.522840106046547,0.614587087588978,0.00618991129284542,-0.944194795402583,0.00618991129284542,"124+36088im","PS_Y","GAPIT","CMLM","GS",9.1746981542431,NA,NA,NA,NA,NA,NA,NA,7e-06,NA,9.175
"32","NsiI.TP557979",3,7233715,8.31884885979021e-06,0.0887096774193549,124,0.522840106046547,0.613363597255986,0.00681989628086676,0.473906946137531,0.00681989628086676,"124+36088im","PS_Y","GAPIT","CMLM","GS",9.0523491209439,NA,NA,NA,NA,NA,NA,NA,8e-06,NA,9.052
"33","NsiI.TP459094",6,54308423,8.87401575377841e-06,0.495231435975434,124,0.522840106046547,0.612750540929958,0.00695340320756736,-0.496719375800842,0.00695340320756735,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.9910434883411,NA,NA,NA,NA,NA,NA,NA,9e-06,NA,8.991
"34","PstI.TP512725",11,3867,9.011805636094e-06,0.0596575191162288,124,0.522840106046547,0.612604447940388,0.00695340320756736,0.719239977101737,0.00695340320756735,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.97643418938411,NA,NA,NA,NA,NA,NA,NA,9e-06,NA,8.976
"35","PstI.TP643786",7,854183,1.07492762571456e-05,0.0587437694727918,124,0.522840106046547,0.610936144220217,0.00786198490281467,-0.983347726055159,0.00786198490281465,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.80960381736701,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,8.81
"36","NsiI.TP43574",11,9672,1.10634312682712e-05,0.0793010894774441,124,0.522840106046547,0.610664135297597,0.00786198490281467,-0.664096055774883,0.00786198490281465,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.782402925105,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,8.782
"37","NsiI.TP210231",11,11469,1.10884135627103e-05,0.0845343785859366,124,0.522840106046547,0.610642846962133,0.00786198490281467,-0.854951041930583,0.00786198490281465,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.7802740915586,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,8.78
"38","NsiI.TP423901",1,14565704,1.54657889553112e-05,0.266790284591302,124,0.522840106046547,0.607513120370589,0.0106770923014114,0.41462128292587,0.0106770923014114,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.46730143240421,NA,NA,NA,NA,NA,NA,NA,2e-05,NA,8.467
"39","NsiI.TP507399",11,15357,1.59249791336817e-05,0.0771605785269654,124,0.522840106046547,0.607238958918961,0.0107122026305899,-1.41118177629048,0.0107122026305899,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.4398852872414,NA,NA,NA,NA,NA,NA,NA,2e-05,NA,8.44
"40","PstI.TP125880",11,1053,1.7968249251749e-05,0.0671518763138946,124,0.522840106046547,0.606109590500934,0.011767981181051,0.689460379880087,0.0117679811810511,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.32694844543871,NA,NA,NA,NA,NA,NA,NA,2e-05,NA,8.327
"41","NsiI.TP465897",11,14689,1.83916760091139e-05,0.226459788270373,124,0.522840106046547,0.605892020284117,0.011767981181051,0.905231163799654,0.0117679811810511,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.30519142375701,NA,NA,NA,NA,NA,NA,NA,2e-05,NA,8.305
"42","NsiI.TP60820",11,9853,1.92671260265471e-05,0.0806189487514383,124,0.522840106046547,0.605457963291353,0.012034613909058,0.657608062383237,0.012034613909058,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.26178572448061,NA,NA,NA,NA,NA,NA,NA,2e-05,NA,8.262
"43","NsiI.TP224099",9,3423764,2.1020178477959e-05,0.125942195765186,124,0.522840106046547,0.604646279948528,0.0126837541811153,0.965240128537718,0.0126837541811153,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.18061739019811,NA,NA,NA,NA,NA,NA,NA,2e-05,NA,8.181
"44","PstI.TP376573",11,2949,2.12733545768496e-05,0.172710274926487,124,0.522840106046547,0.604534804378679,0.0126837541811153,-0.352344177328571,0.0126837541811153,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.16946983321321,NA,NA,NA,NA,NA,NA,NA,2e-05,NA,8.169
"45","PstI.TP144616",1,58204165,2.43365283652519e-05,0.125,124,0.522840106046547,0.603284224903137,0.0141372057077394,-0.586848385333402,0.0141372057077394,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.04441188565901,NA,NA,NA,NA,NA,NA,NA,2e-05,NA,8.044
"46","NsiI.TP146445",1,73316692,2.47888794143482e-05,0.172302124112026,124,0.522840106046547,0.603113294944414,0.0141372057077394,0.711573845553058,0.0141372057077394,"124+36088im","PS_Y","GAPIT","CMLM","GS",8.02731888978671,NA,NA,NA,NA,NA,NA,NA,2e-05,NA,8.027
"47","PstI.TP815910",11,5643,2.61048499601601e-05,0.202796456978524,124,0.522840106046547,0.602633587531534,0.0145709496564859,0.546663720000076,0.014570949656486,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.9793481484987,NA,NA,NA,NA,NA,NA,NA,3e-05,NA,7.979
"48","PstI.TP1053389",2,6882567,3.08396259339957e-05,0.138165302138192,124,0.522840106046547,0.601091432083947,0.0166097885162711,0.596983958827199,0.0166097885162711,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.82513260374,NA,NA,NA,NA,NA,NA,NA,3e-05,NA,7.825
"49","PstI.TP731358",8,62664658,3.11409579244634e-05,0.161503339417322,124,0.522840106046547,0.601001640131986,0.0166097885162711,-0.847183720017187,0.0166097885162711,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.8161534085439,NA,NA,NA,NA,NA,NA,NA,3e-05,NA,7.816
"50","NsiI.TP510537",3,71420877,3.18978947606773e-05,0.100811521287312,124,0.522840106046547,0.600779941731034,0.0166097885162711,0.718104975174155,0.0166097885162711,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.7939835684487,NA,NA,NA,NA,NA,NA,NA,3e-05,NA,7.794
"51","NsiI.TP48159",1,11432982,3.22901278619282e-05,0.119406870025238,124,0.522840106046547,0.600667169507982,0.0166097885162711,0.485252770756787,0.0166097885162711,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.78270634614351,NA,NA,NA,NA,NA,NA,NA,3e-05,NA,7.783
"52","NsiI.TP609140",6,18911509,3.76156159582251e-05,0.444054872385415,124,0.522840106046547,0.599261046752849,0.0189770782509246,-0.397775819109901,0.0189770782509246,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.6420940706302,NA,NA,NA,NA,NA,NA,NA,4e-05,NA,7.642
"53","PstI.TP324057",11,2570,3.98236234808971e-05,0.0652106291310473,124,0.522840106046547,0.598736849872385,0.0197119422339218,-0.516292229875231,0.0197119422339218,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.5896743825838,NA,NA,NA,NA,NA,NA,NA,4e-05,NA,7.59
"54","PstI.TP223261",11,1831,4.47155887401875e-05,0.0972670350904035,124,0.522840106046547,0.597674118050956,0.0211339165450512,0.813435430289245,0.0211339165450512,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.48340120044091,NA,NA,NA,NA,NA,NA,NA,4e-05,NA,7.483
"55","NsiI.TP111742",7,57934282,4.53599085986773e-05,0.219999214636637,124,0.522840106046547,0.597543083265671,0.0211339165450512,-0.641245881478584,0.0211339165450512,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.4702977219124,NA,NA,NA,NA,NA,NA,NA,5e-05,NA,7.47
"56","PstI.TP588686",1,71389933,4.54163223472573e-05,0.116935483870968,124,0.522840106046547,0.597531701076918,0.0211339165450512,-0.575244484799316,0.0211339165450512,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.4691595030371,NA,NA,NA,NA,NA,NA,NA,5e-05,NA,7.469
"57","PstI.TP803702",11,5570,4.59187788010947e-05,0.127954261372741,124,0.522840106046547,0.597430956684621,0.0211339165450512,-0.54386513345363,0.0211339165450512,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.4590850638074,NA,NA,NA,NA,NA,NA,NA,5e-05,NA,7.459
"58","PstI.TP29333",4,61203009,4.92125214119943e-05,0.0619732594627494,124,0.522840106046547,0.596797218045474,0.0222593325296941,-0.788072712039308,0.0222593325296941,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.39571119989271,NA,NA,NA,NA,NA,NA,NA,5e-05,NA,7.396
"59","NsiI.TP757313",11,18428,5.09991284392427e-05,0.1682804418286,124,0.522840106046547,0.596471364655325,0.0226764599233067,-0.674532113605848,0.0226764599233067,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.36312586087781,NA,NA,NA,NA,NA,NA,NA,5e-05,NA,7.363
"60","NsiI.TP820115",3,12885820,5.57707663199723e-05,0.350945983681784,124,0.522840106046547,0.595655215030753,0.0243260531154332,0.655586309577551,0.0243260531154332,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.28151089842061,NA,NA,NA,NA,NA,NA,NA,6e-05,NA,7.282
"61","NsiI.TP694884",3,6382094,5.6633068836789e-05,0.17575584571257,124,0.522840106046547,0.595515366590562,0.0243260531154332,1.00329122795355,0.0243260531154332,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.26752605440151,NA,NA,NA,NA,NA,NA,NA,6e-05,NA,7.268
"62","NsiI.TP346121",11,12935,5.74908627413607e-05,0.0969082956655456,124,0.522840106046547,0.595378403212208,0.0243260531154332,-0.414845652321169,0.0243260531154332,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.25382971656611,NA,NA,NA,NA,NA,NA,NA,6e-05,NA,7.254
"63","PstI.TP143644",11,1211,5.90201625061963e-05,0.0995439239475119,124,0.522840106046547,0.595139315239194,0.0245767451299612,-0.733899608131708,0.0245767451299612,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.2299209192647,NA,NA,NA,NA,NA,NA,NA,6e-05,NA,7.23
"64","PstI.TP1081624",10,8144011,6.02331303663142e-05,0.136414296957173,124,0.522840106046547,0.5949541433518,0.0246145658681936,-0.693700420476491,0.0246145658681936,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.2114037305253,NA,NA,NA,NA,NA,NA,NA,6e-05,NA,7.211
"65","PstI.TP778717",2,72456107,6.09875269281308e-05,0.0721874639576175,124,0.522840106046547,0.594840890328294,0.0246145658681936,0.513549984571956,0.0246145658681936,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.20007842817471,NA,NA,NA,NA,NA,NA,NA,6e-05,NA,7.2
"66","PstI.TP293832",11,2331,6.56232956952654e-05,0.150729066132499,124,0.522840106046547,0.594174928270361,0.0259040738045899,-0.398539563485879,0.0259040738045899,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.1334822223814,NA,NA,NA,NA,NA,NA,NA,7e-05,NA,7.133
"67","PstI.TP1259566",11,8872,6.61573890717209e-05,0.165975997342242,124,0.522840106046547,0.594101311200719,0.0259040738045899,-0.420203549720739,0.0259040738045899,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.1261205154172,NA,NA,NA,NA,NA,NA,NA,7e-05,NA,7.126
"68","NsiI.TP277345",11,12201,6.71993433193255e-05,0.0452984744308215,124,0.522840106046547,0.593959427495708,0.025925111362341,-0.598688620976958,0.025925111362341,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.1119321449161,NA,NA,NA,NA,NA,NA,NA,7e-05,NA,7.112
"69","NsiI.TP609571",11,16656,7.05893626435262e-05,0.461914150040411,124,0.522840106046547,0.593512896455458,0.0268382802839169,0.836874487598591,0.0268382802839169,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.06727904089111,NA,NA,NA,NA,NA,NA,NA,7e-05,NA,7.067
"70","NsiI.TP337699",11,12854,7.27861207895527e-05,0.052687061231286,124,0.522840106046547,0.593235101985517,0.0272781584684732,-0.911325032967673,0.0272781584684732,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.039499593897,NA,NA,NA,NA,NA,NA,NA,7e-05,NA,7.039
"71","NsiI.TP790549",11,18827,7.46004458953309e-05,0.157565136460515,124,0.522840106046547,0.593012057387026,0.027564339403072,0.700265770606604,0.027564339403072,"124+36088im","PS_Y","GAPIT","CMLM","GS",7.0171951340479,NA,NA,NA,NA,NA,NA,NA,7e-05,NA,7.017
"72","NsiI.TP690223",6,6293609,8.89320626548566e-05,0.0585457348711185,124,0.522840106046547,0.591423756451425,0.0324033851623265,0.574275808445087,0.0324033851623265,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.8583650404878,NA,NA,NA,NA,NA,NA,NA,9e-05,NA,6.858
"73","PstI.TP389870",11,3038,0.00010141089330976,0.0839417904817948,124,0.522840106046547,0.590241083458326,0.0364440188368251,-0.679293889671897,0.0364440188368253,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.74009774117791,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.74
"74","PstI.TP691761",11,4786,0.00010353301789053,0.0651584786009458,124,0.522840106046547,0.590054871987071,0.0365864620495413,-0.649500317374698,0.0365864620495415,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.7214765940524,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.721
"75","PstI.TP744500",4,207873,0.000104596502771808,0.375066024938193,124,0.522840106046547,0.589963022352265,0.0365864620495413,-0.333450288057807,0.0365864620495415,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.71229163057181,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.712
"76","NsiI.TP82066",11,10042,0.000106001974341728,0.081722627520877,124,0.522840106046547,0.589843087868052,0.03659020782738,1.03338481246974,0.0365902078273802,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.7002981821505,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.7
"77","NsiI.TP265079",4,13841233,0.00011025841777825,0.0685483870967742,124,0.522840106046547,0.589489548835559,0.0375651861298002,0.599784828192237,0.0375651861298001,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.66494427890121,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.665
"78","NsiI.TP442212",1,25199008,0.00011246225105623,0.0708084697865884,124,0.522840106046547,0.589311947601854,0.0378248037719119,-0.529410453428244,0.037824803771912,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.64718415553071,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.647
"79","PstI.TP221109",5,55180794,0.000114457370233081,0.160335899500268,124,0.522840106046547,0.589154210497903,0.0380085398822106,-0.384684762475293,0.0380085398822107,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.6314104451356,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.631
"80","NsiI.TP430147",3,5430407,0.000119310888978906,0.0912518142549797,124,0.522840106046547,0.588781937037579,0.0391250232684077,-0.431350055886609,0.0391250232684077,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.5941830991032,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.594
"81","NsiI.TP55639",11,9780,0.000126962835684949,0.108580013428365,124,0.522840106046547,0.588225389852207,0.0411202843377649,-0.669947546982484,0.0411202843377648,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.538528380566,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.539
"82","GFSSContig19953_1437",3,58043502,0.000130035263252015,0.111438330161578,124,0.522840106046547,0.5880115254345,0.0416017694652848,0.540360428205982,0.0416017694652849,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.5171419387953,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.517
"83","NsiI.TP249293",10,3006315,0.000133038351555239,0.0556822519176837,124,0.522840106046547,0.587807426381118,0.0416747549266087,-0.638979656099474,0.0416747549266087,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.49673203345711,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.497
"84","NsiI.TP65983",4,7204395,0.000133902397161916,0.302487882881585,124,0.522840106046547,0.587749575579531,0.0416747549266087,-0.475872833950859,0.0416747549266087,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.4909469532984,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.491
"85","PstI.TP230121",11,1899,0.000135201258181002,0.109932767488661,124,0.522840106046547,0.587663326769293,0.0416747549266087,0.413954461512523,0.0416747549266087,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.4823220722746,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.482
"86","PstI.TP205597",6,57407618,0.000136617706933306,0.0766129032258065,124,0.522840106046547,0.587570231209233,0.0416747549266087,0.420743890559772,0.0416747549266087,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.47301251626861,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.473
"87","NsiI.TP281272",3,56294407,0.000140618097181734,0.12890339025037,124,0.522840106046547,0.587312550020003,0.0424020133501794,-0.401103306610776,0.0424020133501794,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.44724439734561,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.447
"88","PstI.TP753660",4,67859176,0.000147509064999225,0.245629503365916,124,0.522840106046547,0.58688576757868,0.0439744637635189,1.63979705299858,0.043974463763519,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.40456615321331,NA,NA,NA,NA,NA,NA,NA,1e-04,NA,6.405
"89","PstI.TP1130306",2,14438079,0.000151366803112849,0.064944644262071,124,0.522840106046547,0.586655689684182,0.0446174911557581,0.434372148400391,0.0446174911557582,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.38155836376351,NA,NA,NA,NA,NA,NA,NA,2e-04,NA,6.382
"90","NsiI.TP245242",10,15872817,0.000154781136600934,0.123014627526637,124,0.522840106046547,0.586456999177744,0.0447205113556816,0.466566066244361,0.0447205113556816,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.3616893131197,NA,NA,NA,NA,NA,NA,NA,2e-04,NA,6.362
"91","NsiI.TP59696",3,54391522,0.000155773291653027,0.0988707119533158,124,0.522840106046547,0.586400100799021,0.0447205113556816,0.479958987997744,0.0447205113556816,"124+36088im","PS_Y","GAPIT","CMLM","GS",6.35599947524741,NA,NA,NA,NA,NA,NA,NA,2e-04,NA,6.356
