"","Name","Chromosome","Position","CmDW_g","Cml_cm","CmD_BI_mm","CmD_LI_mm","CmN.","Bcirc_cm","Yld_kg","SDW_kg","CCirc_cm","Lg","GS","FD","SRD","ADD","mc","Yld_1","Yld","AIL","CmDW.V"
"2476","PstI.TP684655",1,5379329,0.128895328555735,0.12384509996161,0.479361443811101,0.167914989856724,0.249118733874966,0.111360781959403,0.0855581363572735,0.0581216639987746,0.150581894811958,0.567232844793112,0.997257154875798,0.609969220075379,0.413202052213534,0.219710868451937,0.254917973195637,0.0324856998830728,0.0324856998815594,0.301754205618294,0.264344307428245
"406","NsiI.TP556033",1,5459542,0.147828497568725,0.00951266977071087,0.273512806583361,0.0476474947474162,0.230187613048536,0.081340641416817,0.0416748511703001,0.0784531118677567,0.102715662642352,0.288447503866027,1.16376175715365,0.106465857009279,0.231248840977969,0.51356025018881,0.0253088960040359,0.0424049001204509,0.0424049001225227,0.202829788841176,0.240482583572202
"194","NsiI.TP367540",1,5460609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3108","PstI.TP928135",1,5502147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3189","PstI.TP9547",1,5534818,0.0324001539438362,0.124234475165453,0.0797619669658097,0.00639559228722483,0.105630489749184,0.0474695479665579,0.0935402095538482,0.0959680260914532,0.0127727703839141,0.537095607932311,0.477515857978414,0.236839017556926,0.270490163952101,0.893454253688338,0.1789922716307,0.103860984363302,0.103860984362529,0.316527989622609,0.0920110188384499
"2058","PstI.TP476949",1,5536792,0.211703638300967,0.0489261048122668,0.0339245041614385,0.426180837598789,0.175109068240872,0.300760346724936,0.241864675393551,0.0645356687656417,0.124856632877829,0.51673505183247,0.198727897479179,0.551033884648729,0.123748833455042,0.331064803892462,0.813487854394745,0.146908689870139,0.146908689876692,0.26670634452357,0.233267045893427
"1606","PstI.TP291849",1,5571398,0.249253288183648,0.0903207238377384,0.00843803235896268,0.0190617297224053,1.03032202668098,0.361020983296832,0.315429974829034,0.233731770896348,0.347546846601196,0.173854860464063,0.298867241673731,0.031906417362584,0.197184417769688,0.0334952825917306,0.315517536712176,0.331766400878372,0.331766400874632,0.807733272919309,0.117299981969292
"2459","PstI.TP677745",1,5751851,0.223922845929205,0.261187815747168,0.327955813728319,0.241028857145809,0.146392969756939,0.53100350448845,0.203301655730656,0.276468426476753,0.0553638092147017,0.399753989838795,0.00698754683514582,1.05918085820835,0.158380470007557,0.367476549911689,0.712887640606111,0.37564351048367,0.375643510456164,0.83182045507147,0.2522192056679
"2612","PstI.TP739422",1,5776555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2529","PstI.TP705967",1,5858828,0.114992540987881,0.528086296140873,0.118548119232022,0.117490771729573,0.178911835350019,0.293075703717256,0.136334580362689,0.0939765431953003,0.0988944723718674,1.30562665426145,0.255731258862304,0.177442739530343,1.28597729889324,0.283449060038775,0.337752118019708,0.161700190809651,0.161700190803778,1.06980078476266,0.00700238255682696
"1163","PstI.TP1252197",1,5912854,0.889891865460492,1.05339652894537,0.404894685360847,0.75060627092636,1.03337697629531,0.0453516107106344,0.38853945156085,0.62696115266668,0.312478162608549,0.628176626800023,1.28089646804634,0.587622263050625,1.05412000718449,0.0312032638859687,0.822949081899158,0.494891720866388,0.494891720858608,0.00799766953869604,0.620789962136804
"960","PstI.TP116123",1,5967108,0.818945496070401,0.543084077400389,0.540605836811702,0.845393763658909,0.403565366271956,0.0623144796903954,0.65051198001655,0.756316824944335,1.06674237321451,1.38298229031474,1.13171708158172,0.424231159355569,0.461517957135768,0.401634359545911,0.256381242762289,0.722387973719071,0.722387973729388,0.102803374877308,0.716837932402341
"2787","PstI.TP804275",1,5979740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2139","PstI.TP523933",1,6018181,1.57473153923384,0.852174384122306,1.21254525194865,1.04375912448776,1.27429443252034,0.515211866659563,0.804325651551483,1.05725437638985,0.938264882468228,0.203370003826347,0.141223608233267,0.619528251210737,1.99471924633492,0.342468193466838,1.04875235404304,1.00171280728505,1.00171280727134,0.100278450865793,1.55436191826356
"2577","PstI.TP722242",1,6187691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333","NsiI.TP488601",1,6409370,0.769761631543503,1.21726740400942,0.227608859663112,0.810596882962265,1.14849300617457,0.959936241907984,0.473212385570513,0.565006856040605,0.279957045060729,0.43496549482467,1.14256347257265,0.330565910691498,0.663249058733833,0.0248423529536624,0.875424324281509,0.510881547934349,0.510881547951466,0.00123169596763727,0.485390300409315
"641","PstI.TP1015835",1,6514843,0.0658598657942367,0.0584592332745288,0.244406033311077,0.0883477605273897,0.0697591192248222,0.183982044582833,0.0980623333175278,0.0646018775646541,0.159188797337074,0.791250934497176,0.0781092377748276,0.0688941974978282,0.678413711034903,0.858886385607068,1.02991212607403,0.00524088070442163,0.00524088071143269,0.323485798211086,0.111577541457588
"2213","PstI.TP547229",1,6574881,0.747892827536268,1.18359642996748,0.509114355200306,0.528330392572965,1.29392932651631,0.0941918247489132,0.281133562375633,0.189289097377248,0.127525869454215,0.310293450700237,0.439801336180393,0.314952894098607,0.0368485307602032,0.412116717129138,0.166740581799428,0.248609476318414,0.248609476322975,0.152131715856671,0.492871803001806
"882","PstI.TP1129801",1,6608649,0.268620513401081,0.22440187027653,0.0368137191520121,0.00234891270460491,0.278826034802015,0.31730981454743,0.223227126279315,0.13266990695628,0.0561900523761543,0.196383367931267,0.100664906252623,0.0357008003529722,0.210120139367904,0.00790258373485847,0.0449510021765393,0.188530141930146,0.188530141931988,0.0590567476744326,0.129556164147281
"1558","PstI.TP272307",1,6679965,0.0896850774502843,0.324621144058559,0.157731666005468,0.203147822230322,0.0802516287764367,0.581486245973352,0.408297015914742,0.356702287958538,0.0766914325241137,0.24434826796088,0.338048732794189,0.309788686870062,0.593963554385415,0.294415013616313,0.707267679084924,0.361239234823654,0.361239234817067,0.259450178958313,0.224393984582058
"2888","PstI.TP841428",1,6731433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"900","PstI.TP1136661",1,6752030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1985","PstI.TP444825",1,6930877,0.275099445044503,0.230794138970428,0.0692868685266753,0.105721027183422,0.421562183185466,0.0498772592248517,0.119209491828354,0.225556569654568,0.277152311750377,0.110634624573008,0.268498779736254,0.248030136984053,0.266820358212285,1.0808518344303,0.592577106016002,0.16153478161762,0.161534781628576,0.0300022611165206,0.0967543770898472
"167","NsiI.TP350497",1,6933742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2257","PstI.TP572285",1,6947477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565","NsiI.TP800074",1,6979429,0.659306409694435,0.0460402930577377,1.30747798113364,0.82097834571872,0.980698315151546,0.281849475895146,0.958873121098943,0.529351903103111,1.08528371115718,0.168780067636984,1.85435146188555,1.71616784222206,0.575648077209744,0.570102255706464,2.81627058498704,0.738611334983212,0.738611334984487,0.828812317218638,1.16398569528042
"2791","PstI.TP806450",1,7007771,0.366721748052919,0.196341840720458,0.401815627895468,0.0030378162914638,0.295709646146015,0.107920856930515,0.0191471972722467,0.0563212692864348,0.159605088308102,0.121897240490898,0.500458121032941,1.56181766851123,0.220102407254075,2.04869047701219,0.910858927968908,0.0326624312070062,0.0326624312115493,0.0861503604132015,0.315845721001008
"1979","PstI.TP443586",1,7215893,0.586615224931475,0.151317142460867,1.36845460390465,0.434127153811497,1.1387575107523,0.270965917503405,0.362888740861937,0.121669219026106,0.631404113109849,1.24084070528921,0.481255172948543,1.32769304135443,0.452585359479199,0.213311541129125,2.49892282552405,0.225788831769147,0.225788831773163,0.398496800360852,0.884554452542243
"2078","PstI.TP488378",1,7260223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1782","PstI.TP356624",1,7268772,0.30365775654214,0.077229220175757,0.318667618009828,0.544360519622835,0.0754448046828424,0.633077579017561,0.250727788678804,0.0911835864813169,0.152779516899064,0.335510388237877,0.589749567387293,0.0474098460611317,0.421576713424769,1.48596592716635,0.492188176798058,0.146983672494063,0.146983672502213,0.162727406354644,0.496639031767561
"200","NsiI.TP375218",1,7321465,0.200504967358426,0.18654042492494,0.284794965040815,0.0375340521437748,0.0893474701877168,0.485398941406102,0.0474021151856506,0.0635092737277159,0.104012433580547,0.0250783142335973,0.22136458397495,0.053716815749701,0.177541831308099,0.585695157073224,0.523372437473935,0.151886143305118,0.151886143290907,0.604481097260427,0.196875589797298
"2005","PstI.TP451905",1,7339832,0.00774506850402651,0.0439892917851459,0.0752642130561191,0.0175365317375352,0.350672443669175,1.16634763708105,0.830038547540613,0.774104118431737,0.79202167384971,0.271444220075276,0.166447307560006,0.42650128244381,0.951175214936508,1.15690929815054,0.81168075903999,0.751091877191924,0.75109187717023,0.216754453589771,0.0251840392849415
"2551","PstI.TP712786",1,7449325,0.147583281285844,0.160441344898858,0.026783743206148,0.128031809353008,0.552258867506501,0.228584286919665,0.184620036728676,0.22354628945132,0.235079874338326,0.490623713087125,0.0448492864547421,0.692196041808425,0.196945627464568,0.435431574378566,0.409930784675248,0.213007289684872,0.213007289679715,0.281494442660517,0.0758049986172046
"903","PstI.TP1137764",1,7486769,0.231157103677991,0.322886519701046,0.119741568175468,0.0317858230387942,0.13910828211033,0.00713682242364907,0.278883709819233,0.176834764076401,0.214064065943173,0.255789923133943,0.0232157036050393,0.231963763722562,0.0705119073575534,0.0624840767321447,1.16216853076903,0.121684775247842,0.12168477525066,0.52306028667479,0.122402594868973
"995","PstI.TP1173447",1,7571007,0.315012179030659,0.542209433995566,0.201587274563124,0.65895132565875,0.425701927502558,1.02779678040659,0.384666905243821,0.314919109594793,0.0459767314261032,1.08587244651837,0.117266482340873,0.284751840654131,0.629740480611353,0.163562969313406,0.183778066759971,0.325989978997452,0.325989978999716,0.0314459777264243,0.256041107486194
"253","NsiI.TP432315",1,7822652,0.350672711792276,0.112634253655986,0.460175328711859,0.386216013820148,0.0190131625788755,0.294387971012053,0.0222087038220321,0.0839173261661991,0.183759925236452,0.0494590385210822,0.0420061444523617,1.89470663734995,0.337000040744746,0.790425537573842,1.05311591575119,0.0396431862675988,0.039643186269564,0.233608826643381,0.484488659489412
"2334","PstI.TP614866",1,7824409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3226","PstI.TP973605",1,7933170,0.467943913380155,0.19290401508167,0.420863719574923,0.355372014887596,0.576080140451085,0.0535216267835546,0.437790379209216,0.403913098966251,0.592030692979422,0.532758849341313,0.358289099298177,0.569154814117045,0.230745901314469,0.239192985440159,0.246340821220392,0.454365448431508,0.454365448439826,0.152947784352496,0.465324948815565
"3225","PstI.TP972953",1,7984963,0.592036785708686,1.24953719012609,0.688763126122102,0.593997505851162,0.00629958992032044,1.30516831934339,0.226917629239628,0.436813765466366,0.127654849659678,0.948908603602633,1.25407153440616,0.517368829623178,1.85377784026216,0.626876339949165,1.70952828175644,0.321498818822759,0.321498818814982,1.49567556107174,0.499722603360275
"1798","PstI.TP36329",1,8029204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1646","PstI.TP308053",1,8330660,0.730102329398191,0.270562788146544,0.548181748254645,0.395153244987848,0.733820903109677,0.592143505564582,0.43406051867342,0.363301175119141,1.74160043172394,0.0194367281312479,0.259747269396444,0.393166017554367,1.37603460836566,0.489563526392255,0.266087403085158,0.313070541084386,0.313070541085232,0.139618882946757,0.729739102941323
"1474","PstI.TP235369",1,8337767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
