"","Name","Chromosome","Position","CmDW_g","Cml_cm","CmD_BI_mm","CmD_LI_mm","CmN.","Bcirc_cm","Yld_kg","SDW_kg","CCirc_cm","Lg","GS","FD","SRD","ADD","mc","Yld_1","Yld","AIL","CmDW.V","rrBLUP.CmDW_g","rrBLUP.Cml_cm","rrBLUP.CmD_BI_mm","rrBLUP.CmD_LI_mm","rrBLUP.CmN.","rrBLUP.Bcirc_cm","rrBLUP.Yld_kg","rrBLUP.SDW_kg","rrBLUP.CCirc_cm","rrBLUP.Lg","rrBLUP.GS","rrBLUP.FD","rrBLUP.SRD","rrBLUP.ADD","rrBLUP.mc","rrBLUP.Yld_1","rrBLUP.Yld"
"1145","PstI.TP1246584",1,1015480,1.67833957309593,1.89531451848476,1.57437816411202,1.14597835624667,1.09230797948812,0.956325617207553,1.02868178524112,1.1063254315178,1.074035454731,0.165683716019102,0.681205141457496,0.254118162839243,0.834090663757547,0.451584338826273,0.381721888775558,1.21834005415679,1.21834005412571,0.622430209045629,1.3211966466765,0.0209729937247011,0.012725811368651,0.0266453749461146,0.071453193501883,0.0808522333044099,0.110579439122181,0.0936091312534105,0.0782842812378353,0.0843265912803606,0.682835802467145,0.208350649453536,0.557034170459384,0.146524192363167,0.353521361531416,0.415219853829965,0.0604867076167459,0.0604867076210746
"1779","PstI.TP354591",1,1050082,0.024738391979465,0.0315477140994477,0.0753370467237248,0.0122541592738087,0.0444629036576298,1.02205073027388,0.174912393491705,0.186913441750363,0.119239299759818,0.146658486292435,0.921963699743509,1.28079741749879,0.37710146674175,0.186191938738214,0.13100145688352,0.171685965958737,0.171685965946375,0.106508949512076,0.0263322909351887,0.944629726012916,0.929934341185105,0.840742406065446,0.97217811592683,0.902686809414956,0.0950493759261232,0.668478750465001,0.650259279132913,0.759907446433664,0.713413812812814,0.119684056436232,0.0523844734023941,0.419660924717567,0.651340467083308,0.739602793983818,0.673463455021888,0.673463455041059
"2932","PstI.TP856852",1,1153760,0.0616270206569185,0.0823170082121013,0.309315936307186,0.173321770886834,0.0932960603326663,0.205397834213731,0.221334191519502,0.278531596317314,0.319566741887927,0.563203478522783,1.53519438800967,0.830445012071975,0.210691258952494,0.024734001376791,0.559095140856054,0.301873253218527,0.301873253214323,0.102919309085514,0.15408105032181,0.867706756886415,0.827338037461982,0.490550885152317,0.670931572275716,0.806684922338807,0.623163726597746,0.600711309583474,0.526584902758635,0.479107818499207,0.273398748028626,0.0291612148064822,0.147759355434306,0.615614358993909,0.944639276018589,0.275997316289631,0.499030105775753,0.499030105780583
"2709","PstI.TP775725",1,1175417,0.438846102729249,0.362833406610862,0.400034906087805,0.505141267478287,0.128896247060298,0.324727905316077,0.176760097391482,0.160251069079684,0.767724777608967,0.233830920175651,0.208032683171475,1.07497041977459,0.878808034580963,0.63582785563405,0.460134421681136,0.07049349838617,0.070493498395703,0.252163916017986,0.495504687010373,0.364044016479146,0.43367720308858,0.398075174279102,0.312506268017253,0.7431966663531,0.473447791120697,0.665640752065253,0.691431133540928,0.170716391526785,0.583672295742574,0.619394460307425,0.0841452451849668,0.132187979803428,0.231298142125233,0.346629545985411,0.850171420599646,0.850171420580985
"514","NsiI.TP72077",1,1422420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"564","NsiI.TP796534",1,1682668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3113","PstI.TP929619",1,1952038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1922","PstI.TP417865",1,2030761,0.389210924909777,0.155248899345461,0.798859636182012,0.560720511624368,0.0756982395717402,0.480289578136906,0.214912445920672,0.0101347953496402,0.0669888594459186,0.263732227219256,0.406852694181846,3.258001189383,0.340581278226115,0.800593162857218,3.02678890378958,0.0293301888719298,0.029330188876743,0.0496432592708601,0.645107513445852,0.408121124962845,0.699441023122632,0.158906024930409,0.274966311789773,0.840043470403206,0.330910404028884,0.609659792703724,0.976933955319446,0.857059830310367,0.544838480152316,0.391874772292228,0.000552075927332875,0.456476812557653,0.158273001031655,0.000940180190071119,0.934694766743752,0.934694766733393
"479","NsiI.TP666080",1,2031570,0.374859233390881,0.227709546378686,0.00300461539249663,0.453548271409162,0.186276555673552,0.322280747933829,0.7462440138804,0.945003072762525,0.633852909153906,0.996765377179115,1.49819439143082,0.0178946625601033,0.472823735369593,0.831795523474843,0.10866582323663,0.815750823072691,0.815750823062646,0.0391830442118229,0.247599080989512,0.421833208845294,0.591957399480734,0.993105494301106,0.351926304084489,0.651213573770943,0.476123099423237,0.179372551614544,0.11350027851619,0.23235236154362,0.100747579958666,0.031754524110793,0.959633360845066,0.336648175131361,0.147300586658947,0.778635457553091,0.152844275238928,0.152844275242463
"3007","PstI.TP885267",1,2084430,0.0734754878058843,0.0448532115177149,0.357933572088556,0.140495359524498,0.0897328678002964,0.669207767016841,0.244298378431513,0.134388982286505,0.280071150047872,0.186211545927618,0.147476972609993,0.188066258878531,0.551122981791282,1.51983076136968,0.515257955959222,0.0842203663266697,0.0842203663236739,0.0463751376772573,0.25643795950837,0.844353897090964,0.901875913816651,0.438597778770807,0.723610134078146,0.813330637637538,0.214186568478848,0.569772680169071,0.733856284461008,0.524721488590106,0.651311061534413,0.712070554777031,0.648535481077942,0.281110468018949,0.0302112878368495,0.305310713410131,0.823720043339784,0.823720043345466
"1227","PstI.TP1294018",1,2280325,0.191217498724481,0.00398729000603148,0.0477063811763623,0.290306209592967,1.09026207873103,0.00421376233884656,0.0181654870288681,0.0114677013363531,0.546644020590641,0.31676289107233,0.0210883516653903,0.254465176145268,0.0897339195610821,0.682759692265315,0.0860997506800779,0.00024171184304438,0.00024171184304438,1.13419955181776,0.0636601886174907,0.643846740311431,0.990860942848876,0.895970310519261,0.512499906395575,0.0812340154586973,0.990344371492512,0.959035123499415,0.973940214979531,0.284024614731661,0.48221099536463,0.952602349528719,0.556589262517093,0.813328667941237,0.207606194499225,0.82016314399095,0.999443592765354,0.999443592765354
"2245","PstI.TP56795",1,2315051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"803","PstI.TP108989",1,2588793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3207","PstI.TP966432",1,2596832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1972","PstI.TP441536",1,2816855,0.108573412371558,0.0431789119239238,0.484856054474191,0.628904531909354,0.593096568961537,0.00158273772254502,0.0900226115909326,0.276259760149527,0.164759354680655,0.525578251374645,0.553334846037253,0.00178673975276461,0.0261597750330741,0.00915589346257388,0.165918190741353,0.170429224049055,0.170429224057268,0.592696705717735,0.39504815711481,0.778801156255505,0.905359552206086,0.327449208894164,0.235014938190335,0.255213375156572,0.996362244437086,0.812788197153749,0.529346736397038,0.684290712062342,0.298141030767977,0.279682410459158,0.995894331079231,0.941543143208985,0.979138452775234,0.682467240284914,0.6754151158405,0.675415115827727
"795","PstI.TP1085601",1,2820903,0.681406577883861,0.328115709743709,0.609507565636055,0.392823418617568,0.442165339495258,0.407111998418173,0.660019572772319,0.550100106151392,0,0.0475862035964435,0.0250542361514776,0.67004874727483,0.22039879395844,0.26405592062704,0.436992619052227,0.494506793484406,0.494506793481968,0.00641287711856598,0.649582192160246,0.208254033723221,0.469768930674876,0.245749382001994,0.404740423135999,0.36127229710855,0.391640865431193,0.218766302818784,0.28177333606024,1,0.896218276927767,0.943942986158823,0.213772212795298,0.602006535462304,0.544432546104269,0.365601005044577,0.320252999841857,0.320252999843655
"2143","PstI.TP525202",1,2884119,0.624614003665324,0.558513573120963,0.523184598062561,0.672270520363194,0.0304106787327515,0.707557647576114,0.478781693569719,0.478690023481519,0.253216416599914,0.136971658495982,1.33945982301232,0.511764130479424,0.34963110454805,0.202372204994243,1.1169050151438,0.393454644046659,0.393454644032104,0.588864391671999,0.627826613480561,0.237348229439619,0.276367154405873,0.299788798761083,0.212681384912516,0.932372211446713,0.196084087922293,0.332061332589479,0.332131430888583,0.558191968517418,0.72950511527469,0.0457657071210625,0.307776792633776,0.447063172263654,0.627520322242946,0.0764002860917396,0.404152580365007,0.404152580378552
"1196","PstI.TP1268585",1,2988383,0.268648572847613,0.126205064914703,0.407593999813936,0.54088126333083,0.191801964404814,0.400119627177104,0.561526032998339,0.504202279133343,0.945143333682441,0.7642408633664,0.250727594728103,0.343369801031297,0.182067452417939,0.635808275181648,0.338975148994381,0.429306239964844,0.42930623998018,0.174308661305157,0.414994184478042,0.538705521812446,0.747816313663907,0.391206444234379,0.287818520670812,0.642980845764765,0.397997526336342,0.274456782038653,0.313182668956005,0.113463628078092,0.172091387698216,0.5613999960877,0.453555250634599,0.657555701204951,0.231308570589207,0.458168103055804,0.372129209194364,0.372129209181223
"2304","PstI.TP59735",1,3027630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2913","PstI.TP849876",1,3050119,0.365118332452117,0.230495539057301,0.290828834772718,0.669836151274234,0.0050601711978515,0.0918241833020697,0.175501209979443,0.179714122123519,0.0387071185447487,0.0506198077164823,0.24985179911161,0.234426595299996,0.145686589361156,0.683756513926472,0.287539406552774,0.18285313896802,0.182853138964342,0.367107420310076,0.459323275281919,0.431401516608345,0.588172155640035,0.511883540610576,0.213876884267844,0.988416140802147,0.809423514134081,0.667573041049398,0.661128498017575,0.914729913160283,0.889979887649256,0.562533254189358,0.582872283875587,0.715012131776752,0.207130229357255,0.515775363070323,0.656367185921292,0.656367185926852
"2422","PstI.TP66009",1,3078783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1424","PstI.TP209693",1,3305106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2360","PstI.TP626124",1,3342723,0.228431244968398,0.136797514746668,0.057409719803374,0.226874716960412,0.138807701171131,0.356832049585398,0.052557167304975,0.0226996217499559,0.0179302613540762,0.225690676190406,0.160567818888977,0.626518055882663,0.429737730170124,1.38326616911717,0.320306268134977,0.034022383539754,0.0340223835303405,0.0901629742863138,0.108949529178949,0.590974517892772,0.729797691475098,0.876173835823319,0.593096393302945,0.726427537027982,0.439711627896042,0.886018587066778,0.949074660495457,0.959554703639746,0.594715590648925,0.690927026670524,0.236309915077708,0.371759666463988,0.0413746021660923,0.478292677328844,0.924650516217896,0.924650516237938
"742","PstI.TP1059573",1,3357749,0.452927148493488,0.86661131459996,0.162165781549815,0.976421862702978,0.979608720915951,0.722789237414101,0.672429395791233,0.558297628708636,0.59236689994852,0.194506477759424,0.215576792017092,0.54357264402207,0.0565350577014877,0.262151007033356,0.232106800374044,0.613284842965342,0.613284842962969,0.00748334061675833,0.322593211664826,0.352429985083972,0.135952965575741,0.68838946993856,0.105579144177617,0.104807238717566,0.189326219358406,0.212603595146231,0.27650460672229,0.25564252593904,0.638989206374719,0.608727900883716,0.286040386359456,0.877940213968881,0.546825794927271,0.585994040926745,0.243621244301861,0.243621244303192
"357","NsiI.TP504485",1,3381640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1139","PstI.TP1244443",1,3397749,0.353059547149345,0.416581415909846,0.0697071291071164,0.616412391684479,0.270429599945959,0.627442314494509,0.295513070072229,0.405961950180452,0.767389601709121,0.223621452908622,0.34622016890661,0.47602148388576,0.574561664617813,0.29679540081402,0.00882325650114039,0.31560890856963,0.315608908574289,0.125912320189691,0.188828589013138,0.443547823864866,0.383193897432656,0.851712205355264,0.24187312087283,0.536500832311442,0.235807538837539,0.506392109447552,0.392679337686647,0.170848196347228,0.597555911428967,0.450588217489339,0.334178508316004,0.266341189731004,0.504899103062967,0.979888686580057,0.48349400270331,0.483494002698123
"1060","PstI.TP1199997",1,3471828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2660","PstI.TP757375",1,3471897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2589","PstI.TP726521",1,3535515,0.0226256107886837,0.0351246056419398,0.148367321443329,0.0935548044885745,0.0211822705746413,0.211637925706846,0.0431550506170153,0.0591425341113098,0.140259686722684,0.0525640851833235,0.195250269637389,0.0529544003804967,0.115488248034227,0.594407674701552,0.158027037026175,0.051809009365436,0.0518090093729491,0.113682781660488,0.0822797047879953,0.949236412293839,0.922306765456891,0.710612231487085,0.806204458383549,0.952396365561384,0.61427391612722,0.905409296461457,0.872684908883941,0.724002912513604,0.886004473785956,0.637895781877301,0.885208549197255,0.766499281276786,0.25444406502761,0.694981050159593,0.887546244378891,0.887546244363537
"1824","PstI.TP374511",1,3576636,1.00965049373414,1.20386035326488,0.583056312916314,0.839375816543086,1.24833329709314,1.0238739944629,1.16548041007979,1.14607866161365,0.806381162438103,1.17535588657119,0.292167416309523,1.25225463833723,0.622198766659005,0.213098878697709,0.266908287575431,1.12653371748286,1.12653371748163,0.0236152840608972,0.676845990083851,0.0978023986658629,0.0625373748434238,0.261182266971978,0.144751870172994,0.0564503583125278,0.0946511741000474,0.0683155532693969,0.071436692460559,0.156177633398405,0.0667796461393943,0.510308243176868,0.0559429497011257,0.238671868630733,0.612210989730061,0.540868529155883,0.0747250617363952,0.0747250617366072
"1194","PstI.TP1267977",1,3576713,0.213658028051492,0.0326670162164142,0.289795089016289,0.15619259118348,0.0544386817969583,0.199381730754261,0.253714723505313,0.106552478120654,0.179841269480134,0.204648939164682,0.171899210829328,0.265810857370834,0.372056090607036,0.838730736098549,0.296890876746848,0.0955545662255011,0.0955545662299786,0.184300757655339,0.304122151289596,0.611423282026743,0.927540718077008,0.51310342189708,0.69792283626448,0.882188349852567,0.631856226108291,0.557551869665839,0.782433653718891,0.660934969339505,0.62423923378082,0.673132855898187,0.542236992412012,0.424564726429085,0.144967037502053,0.504788117507225,0.802500725636569,0.802500725628295
"941","PstI.TP1155202",1,3620639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3195","PstI.TP961085",1,3705536,0.410099516856915,0.04584946824011,0.228098355770581,0.586273647395792,1.23122486291176,0.632642334477456,0.535960355255399,0.663945456215682,0.583394643787078,2.25526055531098,0.168856392742343,0.171429664793851,0.375101862378395,0.126315569690589,0.411699806679188,0.630636437626167,0.630636437619434,1.6914056749719,0.554055277430021,0.388956007056526,0.899809412392448,0.591427676884248,0.259254529386906,0.0587185249258346,0.233000935928324,0.291098283616491,0.216797636757009,0.260978875917544,0.00555570842106793,0.67786561897695,0.673861020310966,0.421597607463969,0.747626058514253,0.387525417943128,0.234079597694878,0.234079597698506
"1443","PstI.TP21889",1,3705780,1.12563014487642,0.773917927542619,0.807020366701093,1.57474577020645,1.04447766485064,0.459504413003388,0.336685833057464,0.487925325096642,0.654782710148994,0.107169737651327,0.228786696227519,0.00178879270376229,0.167187447858211,0.0658508940923938,0.299343063034975,0.43026434776359,0.43026434775334,0.201195474591025,1.20352121763163,0.0748806930172791,0.168299208087233,0.155947936767046,0.0266228306626068,0.0902656128601983,0.347132748544288,0.460589641855867,0.325143199430491,0.221420226072482,0.781322376473822,0.590491028681886,0.995889623403878,0.680475592070871,0.859308496427025,0.501945929808905,0.371309150649712,0.371309150658475
"731","PstI.TP1053336",1,3955998,0.136321426873242,0.0220626513938132,0.325764856645999,0.465805750702319,0.0167605044959055,0.0684817738156623,0.0535396858957708,0.0275478663085163,0.163964595864436,0.636361188410843,0.507586566685536,0.162962165087603,0.0172869977471815,0.00114085568082123,0.537044327433032,0.00356899898072813,0.00356899897654983,0.0367464000075234,0.328515318149399,0.730598158340143,0.950467669142512,0.472318703141263,0.342132435765077,0.962142714158485,0.854118691756237,0.884016383957928,0.938538588769144,0.685544110440041,0.231014272144223,0.310751642857919,0.687128298722274,0.960977019590167,0.997376530044016,0.29037262627168,0.991815750977406,0.991815750986948
"225","NsiI.TP403662",1,3957731,0.63707114094251,0.33178765170268,0.440426531380844,0.2036192186894,0.374925571290966,0.655800874579201,0.497028533478334,0.488563351530067,0.403574255331889,0.0969905816333861,0.103311123611484,0.239288921351495,0.00268688734786739,1.33178067690051,0.165965763105254,0.407427468667415,0.407427468677549,0.04004779268944,0.531882149340312,0.23063693558534,0.465813797517929,0.362721641858085,0.625721072915033,0.421768779308857,0.220901734243566,0.318398832439531,0.324665878958553,0.394844183426614,0.799851600873123,0.788295189609431,0.576382887879966,0.993832312004468,0.0465821278582766,0.682392487316276,0.391356481945143,0.391356481936011
"3021","PstI.TP891020",1,4033768,0.931323484475115,1.24656325926077,0.832607236310245,0.501519436023791,0.478571769281878,0.950855163188092,0.923398693587881,0.782410845752344,0.61013309014371,0.0929374920739542,0.173921721227373,0.215726122381783,0.90510788453632,0.819690132186435,1.16810419698551,0.682992916746492,0.682992916743232,0.476082461722086,0.789646181913013,0.117132258029622,0.0566809004206294,0.147025533406076,0.315123334959179,0.332221879388131,0.111981127723568,0.11928924954213,0.165039976926243,0.245395678200013,0.807351223802054,0.670005362668705,0.608518628288849,0.124420549615435,0.151464155521086,0.067904069598105,0.207494735914279,0.207494735915837
"2363","PstI.TP629259",1,4276027,0.0367866426120299,0.457889234743784,0.278512737549297,0.101574229691435,0.0681864463860186,0.208053217185957,0.107717329098505,0.188528878712044,0.115369573775585,0.425710634126583,0.317977496875684,0.904277271963652,1.03045552733839,0.132421516737691,0.336532847710905,0.163897797544923,0.163897797544831,0.28623819101005,0.138324267191189,0.918783859827884,0.34842616855428,0.526607769634811,0.791454167573408,0.854699704117852,0.619365175214763,0.780337846731947,0.647845014933983,0.766708761634338,0.375222926088695,0.480864263958493,0.124658738602334,0.0932275932455524,0.737188383850211,0.460751918562497,0.685649561276551,0.685649561276696
"2362","PstI.TP629254",1,4276045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1264","PstI.TP140451",1,4460094,0.298003739827682,0.132208182601659,0.18990754558534,0.322251155625024,0.0498849518701339,0.170787653988938,0.360689198347612,0.299390267389009,0.758989999750815,1.00646048564192,0.0143493182926061,0.133015612370342,0.390370269675651,0.388888440408096,0.215825380763291,0.269969899847203,0.269969899847474,0.141321286256541,0.335896072419765,0.503496273026145,0.737550594484468,0.645791693222357,0.476155542989547,0.891487069009349,0.674857915284119,0.435823658111567,0.501891375245736,0.174184698143819,0.0985234280436471,0.967499349533539,0.736180632200474,0.407033102589479,0.408424287032778,0.608379566719103,0.537069018347478,0.537069018347143
"1895","PstI.TP403850",1,4535788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1155","PstI.TP1250346",1,4555696,0.350219665292478,0.209791895640916,0.0620970138174933,0.169670697101801,0.490326093652488,0.0565247353888126,0.307214385414784,0.331868679934911,0.701733089646381,0.740480787167316,0.147387350703405,0.355617660998306,0.219966553929794,0.0936931097473768,0.857615757729491,0.354318020186907,0.354318020196947,0.11017723348141,0.229476832394682,0.446457717599221,0.616890531418185,0.866768233215329,0.676595808321052,0.323350775115926,0.87796108110276,0.492930413391422,0.465726896695297,0.198731591428568,0.181768746732375,0.712217514290848,0.440942884724102,0.602605992434798,0.805947755689176,0.138798330474327,0.442264397453442,0.442264397443218
"311","NsiI.TP468762",1,4620729,0.164071442455114,0.139470893766631,0.776086320638596,0.111835334050189,0.605678738246841,0.00297220111982798,0.41152966682294,0.327759297246401,0.367499930257027,0.0984413166101931,0.184481071061097,0.144050814012707,0.591395820051077,0.853712367090092,0.587039872118173,0.350203435391756,0.350203435376758,0.655343482286872,0.34205159872672,0.685375471315243,0.725319087042257,0.167460999643199,0.772973608174938,0.247925536529949,0.993179619105722,0.387677265222896,0.470154614229555,0.429042258138403,0.79718420163132,0.65391143043541,0.717710311676765,0.256214780658379,0.1400514575233,0.258797530496363,0.446474402360668,0.446474402376087
"1645","PstI.TP307588",1,4762662,0.342300321939239,0.0191160631897058,0.134606871262981,0.291348315575568,0.0472174551157098,0.0364444446557942,0.294305251863172,0.367399402563019,0.494933367857487,0.993891243574684,0.316269570663198,0.166263072257771,0.550028812684058,0.257608498291313,0.00928906155224938,0.385798081977493,0.385798081973311,0.228016653364026,0.381553370060574,0.454673537014931,0.956938299789055,0.733488195303249,0.51127161780024,0.896979556387348,0.91950809159044,0.507802398843503,0.429141581576359,0.319938594159437,0.101416532215661,0.482759055942373,0.681925495189733,0.281819595563692,0.552575342708487,0.978838264737022,0.411340922798622,0.411340922802583
"3090","PstI.TP920636",1,4777048,0.347291718278163,0.443265729617234,0.0208425902033018,0.414041824340227,0.521638322070553,0.267339412908655,0.53735077890165,0.876562156639772,0.648959675509796,0.128776144921051,0.150892235924787,0.527532518949435,0.11801434266615,0.536979386708091,1.22912406557548,0.718676463051908,0.718676463048831,0.193278355002927,0.156189407006355,0.449477836439901,0.360358085032995,0.953141567062358,0.385441236306067,0.300858078828013,0.540331873884879,0.290167802739384,0.132873337393173,0.224409027917127,0.743402222390584,0.70649283878881,0.296802449644856,0.762053842622207,0.290416049385646,0.0590032500597957,0.191127657463268,0.191127657464622
"3167","PstI.TP947391",1,4891496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2475","PstI.TP683907",1,4900973,0.630235334749298,0.470111762628784,0.672352778388502,0.576739740366938,0.301811052165687,1.31190394001374,0.63215753667699,0.776274573007314,0.468205542008263,0.862989165801111,0.154331089682422,0.230966165356911,0.472423999315407,0.0647836475417814,0.0434056441911279,0.747735163442427,0.747735163427003,0.134326246298547,0.710113902591912,0.234295887273666,0.338756968199152,0.212641105574947,0.265008778082166,0.49910158359142,0.0487636336649194,0.23326117734619,0.16738842653983,0.340247120124326,0.137091596551941,0.700920739228223,0.587535123930771,0.336958177604024,0.861422780250452,0.904887014197915,0.178757732276981,0.17875773228333
