"","SNP","Trait.name","X","Chromosome","Position","P.value","Method","Software","Ind.SNP","PS","PVE"
"29","PstI.TP754866","GS",4,1,69204551,0.000299973708199595,"rrBLUP","rrBLUP","C106+4202","PCA=3","12.9164143938279"
"30","PstI.TP856013","GS",25,11,5962,0.00000470912213581297,"rrBLUP","rrBLUP","C106+4202","PCA=3","20.6331330414137"
"31","PstI.TP921276","GS",5,1,70382591,0.00000963180887449528,"rrBLUP","rrBLUP","C106+4202","PCA=3","22.2684577732122"
"32","PstI.TP923354","GS",13,5,13005905,0.000357271468386087,"rrBLUP","rrBLUP","C106+4202","PCA=3","9.17720754456711"
"33","PstI.TP1000965","Lg",29,6,57296544,0.000013113605339767,"rrBLUP","rrBLUP","C116+3293","PCA=3","7.52430912556011"
"34","PstI.TP10996","CmDW_g",27,6,57974096,0.0000204381038515682,"rrBLUP","rrBLUP","C116+3293","PCA=3","2.58064532188532"
"35","PstI.TP110898","CmN",28,10,9880843,0.000011954283356414,"rrBLUP","rrBLUP","C116+3293","PCA=3","13.13671580281"
"36","PstI.TP1148487","GS",35,4,48397503,0.000170550228003705,"rrBLUP","rrBLUP","C116+3293","PCA=3","7.34175424870938"
"37","PstI.TP1216947","GS",37,11,8569,0.000165018693129912,"rrBLUP","rrBLUP","C116+3293","PCA=3","14.6794979085822"
"38","PstI.TP171713","GS",34,4,6902976,0.0000126289820869527,"rrBLUP","rrBLUP","C116+3293","PCA=3","20.4391638217941"
"39","PstI.TP458650","GS",33,3,63973238,0.000021411930548096,"rrBLUP","rrBLUP","C116+3293","PCA=3","18.9181964940893"
"40","PstI.TP478050","GS",32,3,63462498,0.0000010112812397449,"rrBLUP","rrBLUP","C116+3293","PCA=3","36.1972798193788"
"41","PstI.TP694159","GS",31,3,61030989,0.000098822808701931,"rrBLUP","rrBLUP","C116+3293","PCA=3","0.856940453968987"
"42","PstI.TP847969","GS",36,11,5876,0.0000583991157999189,"rrBLUP","rrBLUP","C116+3293","PCA=3","16.2699158121734"
"43","PstI.TP84880","GS",30,1,63680478,0.00000258606354768642,"rrBLUP","rrBLUP","C116+3293","PCA=3","1.88779970503953"
"44","PstI.TP1000965","Lg",40,6,57296544,0.0000243944313619079,"rrBLUP","rrBLUP","C124+2560","PCA=3","7.25420633887136"
"45","PstI.TP1136227","GS",47,9,52020995,0.000219200640926481,"rrBLUP","rrBLUP","C124+2560","PCA=3","0.214666902257867"
"46","PstI.TP1148487","GS",45,4,48397503,0.0000144722236899703,"rrBLUP","rrBLUP","C124+2560","PCA=3","2.82637892000096"
"47","PstI.TP171713","GS",44,4,6902976,0.000000471611822193179,"rrBLUP","rrBLUP","C124+2560","PCA=3","23.2171826073227"
"48","PstI.TP404112","GS",46,4,61296221,0.0000942509195648304,"rrBLUP","rrBLUP","C124+2560","PCA=3","23.8905979235537"
"49","PstI.TP459121","CmD_BI_mm",39,1,78162835,0.0000207623670304766,"rrBLUP","rrBLUP","C124+2560","PCA=3","8.52704982363033"
"50","PstI.TP459121","CmDW_g",38,1,78162835,0.000025356657622242,"rrBLUP","rrBLUP","C124+2560","PCA=3","8.62397981390786"
"51","PstI.TP460957","GS",42,2,63153566,0.0000231030888135429,"rrBLUP","rrBLUP","C124+2560","PCA=3","23.2112080580694"
"52","PstI.TP624488","GS",48,11,4383,0.0000322645199046521,"rrBLUP","rrBLUP","C124+2560","PCA=3","37.6165589445567"
"53","PstI.TP694159","GS",43,3,61030989,0.0000897040497505204,"rrBLUP","rrBLUP","C124+2560","PCA=3","1.47792819758575"
"54","PstI.TP84880","GS",41,1,63680478,0.00000279031000822371,"rrBLUP","rrBLUP","C124+2560","PCA=3","3.15609484187867"
"55","PstI.TP651320","FNsmall",50,5,35481232,0.0000113228864556933,"rrBLUP","rrBLUP","F106+4185","PCA=3",NA
"56","PstI.TP96410","FNsmall",49,3,4423816,0.0000251665040323058,"rrBLUP","rrBLUP","F106+4185","PCA=3",NA
"57","GFSSContig13679_522","GS",182,10,58314982,0.0000209475314310607,"rrBLUP","rrBLUP","124im+36088","PCA=3","39.7827453965118"
"58","NsiI.TP100469","GS",142,4,57248732,0.0000217374147745516,"rrBLUP","rrBLUP","124im+36088","PCA=3","49.9551943720766"
"59","NsiI.TP128994","Lg",64,3,70221019,0.000000624692574209938,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.49004238025007"
"60","NsiI.TP138389","GS",224,11,10671,0.0000000459839397065703,"rrBLUP","rrBLUP","124im+36088","PCA=3","55.9211800046259"
"61","NsiI.TP170158","GS",101,1,59168840,0.000250873829241815,"rrBLUP","rrBLUP","124im+36088","PCA=3","32.8902376288231"
"62","NsiI.TP172096","GS",111,1,73259271,0.0000224657343254029,"rrBLUP","rrBLUP","124im+36088","PCA=3","33.0202292460227"
"63","NsiI.TP180436","GS",154,6,41765606,0.000000139940696673093,"rrBLUP","rrBLUP","124im+36088","PCA=3","27.8896821535373"
"64","NsiI.TP197433","GS",225,11,11326,0.0000327837966693804,"rrBLUP","rrBLUP","124im+36088","PCA=3","24.7014232607888"
"65","NsiI.TP199794","Lg",83,11,11348,0.00000222713313978685,"rrBLUP","rrBLUP","124im+36088","PCA=3","10.2473208691032"
"66","NsiI.TP20339","GS",102,1,61641800,0.00023025193290001,"rrBLUP","rrBLUP","124im+36088","PCA=3","8.21872569989791"
"67","NsiI.TP207262","GS",178,10,2214360,0.00000366140211813046,"rrBLUP","rrBLUP","124im+36088","PCA=3","16.6639133833179"
"68","NsiI.TP208625","OWA19",259,8,50606712,0.000000698726968130272,"rrBLUP","rrBLUP","124im+36088","PCA=3","20.0441153778345"
"69","NsiI.TP213251","Lg",84,11,11497,0.0000268704742381432,"rrBLUP","rrBLUP","124im+36088","PCA=3","19.0087126217168"
"70","NsiI.TP213759","GS",175,9,55306858,0.000189631048778257,"rrBLUP","rrBLUP","124im+36088","PCA=3","10.500976944819"
"71","NsiI.TP222846","GS",104,1,64856990,0.0000237017775017529,"rrBLUP","rrBLUP","124im+36088","PCA=3","31.803921997354"
"72","NsiI.TP226241","GS",226,11,11669,0.000000388061591287451,"rrBLUP","rrBLUP","124im+36088","PCA=3","50.1721019109507"
"73","NsiI.TP226562","GS",169,8,59296270,0.00000251326224677954,"rrBLUP","rrBLUP","124im+36088","PCA=3","50.7448073418616"
"74","NsiI.TP23333","Lg",82,11,9380,0.00000491426166117285,"rrBLUP","rrBLUP","124im+36088","PCA=3","25.6904184905333"
"75","NsiI.TP233866","Lg",85,11,11754,0.00000078832760468766,"rrBLUP","rrBLUP","124im+36088","PCA=3","8.20778204618109"
"76","NsiI.TP248198","GS",227,11,11925,0.00000116890694262659,"rrBLUP","rrBLUP","124im+36088","PCA=3","25.3538281368358"
"77","NsiI.TP248936","GS",155,6,45582428,0.000000187212479152565,"rrBLUP","rrBLUP","124im+36088","PCA=3","54.626165047251"
"78","NsiI.TP253929","GS",228,11,11980,0.000117597764409501,"rrBLUP","rrBLUP","124im+36088","PCA=3","37.8272944809546"
"79","NsiI.TP255006","Lg",69,6,59462133,0.0000557378079287434,"rrBLUP","rrBLUP","124im+36088","PCA=3","10.9983397168141"
"80","NsiI.TP25518","GS",105,1,66003290,0.0000487497486388647,"rrBLUP","rrBLUP","124im+36088","PCA=3","50.2850019789791"
"81","NsiI.TP262378","GS",167,8,55743978,0.0000240621422364917,"rrBLUP","rrBLUP","124im+36088","PCA=3","23.852907687166"
"82","NsiI.TP293002","GS",114,2,14123287,0.0000496222971553828,"rrBLUP","rrBLUP","124im+36088","PCA=3","31.8603635351264"
"83","NsiI.TP30213","GS",219,11,9468,0.0000000000000000727334451218604,"rrBLUP","rrBLUP","124im+36088","PCA=3","73.2754158986946"
"84","NsiI.TP322549","GS",181,10,56604294,0.0000575912635542771,"rrBLUP","rrBLUP","124im+36088","PCA=3","33.800632532133"
"85","NsiI.TP32394","GS",126,3,54277373,0.0000740019031720148,"rrBLUP","rrBLUP","124im+36088","PCA=3","17.4453018382655"
"86","NsiI.TP329550","GS",229,11,12763,0.0000330305592379777,"rrBLUP","rrBLUP","124im+36088","PCA=3","30.9149195940944"
"87","NsiI.TP33079","GS",152,6,7777434,0.0000561610808672556,"rrBLUP","rrBLUP","124im+36088","PCA=3","19.6561421394793"
"88","NsiI.TP338850","GS",230,11,12869,0.00000067175325768251,"rrBLUP","rrBLUP","124im+36088","PCA=3","52.7019302264617"
"89","NsiI.TP348354","GS",130,3,61890086,0.000000131702255173382,"rrBLUP","rrBLUP","124im+36088","PCA=3","52.8118029551298"
"90","NsiI.TP351499","GS",109,1,71949166,0.0000336752221541561,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.407573614033549"
"91","NsiI.TP358942","GS",231,11,13077,0.000267358034817756,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.0421195666789978"
"92","NsiI.TP361493","GS",232,11,13114,0.0000940071743308113,"rrBLUP","rrBLUP","124im+36088","PCA=3","48.8343251084218"
"93","NsiI.TP36218","Lg",63,3,63029747,0.00000296300758795603,"rrBLUP","rrBLUP","124im+36088","PCA=3","13.5429469977258"
"94","NsiI.TP362447","GS",172,9,48537952,0.000257151005058176,"rrBLUP","rrBLUP","124im+36088","PCA=3","1.9249731246849"
"95","NsiI.TP37023","GS",220,11,9561,0.0000041027620223849,"rrBLUP","rrBLUP","124im+36088","PCA=3","44.0366364505524"
"96","NsiI.TP378253","GS",163,7,63225298,0.000141683294410953,"rrBLUP","rrBLUP","124im+36088","PCA=3","41.6930864068339"
"97","NsiI.TP394647","Lg",86,11,13479,0.00000620907124010799,"rrBLUP","rrBLUP","124im+36088","PCA=3","19.0840602756894"
"98","NsiI.TP396267","GS",164,7,63764542,0.0000150664982496863,"rrBLUP","rrBLUP","124im+36088","PCA=3","2.04331058926282"
"99","NsiI.TP397093","GS",233,11,13500,0.000168363278148871,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.322031262169775"
"100","NsiI.TP39864","GS",170,9,223824,0.0000700500506830748,"rrBLUP","rrBLUP","124im+36088","PCA=3","44.7711837010788"
"101","NsiI.TP401450","GS",106,1,67928325,0.0000000834071650743215,"rrBLUP","rrBLUP","124im+36088","PCA=3","59.3511311129952"
"102","NsiI.TP429684","GS",234,11,14029,0.000134775541821165,"rrBLUP","rrBLUP","124im+36088","PCA=3","35.7451917290294"
"103","NsiI.TP430591","GS",235,11,14044,0.0000707197099356599,"rrBLUP","rrBLUP","124im+36088","PCA=3","1.02135437655138"
"104","NsiI.TP43126","GS",221,11,9667,0.000228918887429272,"rrBLUP","rrBLUP","124im+36088","PCA=3","10.6866629732922"
"105","NsiI.TP433049","GS",93,1,6132851,0.000234716995628752,"rrBLUP","rrBLUP","124im+36088","PCA=3","34.4918498090533"
"106","NsiI.TP438128","Lg",87,11,14231,0.00000057381193472822,"rrBLUP","rrBLUP","124im+36088","PCA=3","30.0110099379813"
"107","NsiI.TP442242","GS",236,11,14323,0.0000860075946382518,"rrBLUP","rrBLUP","124im+36088","PCA=3","41.976137863261"
"108","NsiI.TP460633","OWA19",258,4,62266318,0.000004896483077604,"rrBLUP","rrBLUP","124im+36088","PCA=3","15.7579345004882"
"109","NsiI.TP460839","GS",127,3,59424718,0.000204030186397491,"rrBLUP","rrBLUP","124im+36088","PCA=3","15.329212759606"
"110","NsiI.TP472028","GS",161,7,1360842,0.0000208067870308612,"rrBLUP","rrBLUP","124im+36088","PCA=3","4.21845066329697"
"111","NsiI.TP484341","Lg",88,11,14956,0.00000000000390538764924025,"rrBLUP","rrBLUP","124im+36088","PCA=3","44.8510675956396"
"112","NsiI.TP485619","GS",237,11,14984,0.000207077455304609,"rrBLUP","rrBLUP","124im+36088","PCA=3","42.5121265349444"
"113","NsiI.TP486023","GS",238,11,14992,0.0000418359664524466,"rrBLUP","rrBLUP","124im+36088","PCA=3","5.72264277179097"
"114","NsiI.TP487878","Lg",61,3,16015288,0.0000198008108899651,"rrBLUP","rrBLUP","124im+36088","PCA=3","19.2827953746603"
"115","NsiI.TP490331","GS",239,11,15064,0.0000173645028816919,"rrBLUP","rrBLUP","124im+36088","PCA=3","2.02225065834661"
"116","NsiI.TP493171","GS",240,11,15108,0.0000438918146154772,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.245207677516"
"117","NsiI.TP503227","GS",160,7,87451,0.000290239956013298,"rrBLUP","rrBLUP","124im+36088","PCA=3","12.7636851751203"
"118","NsiI.TP508887","GS",147,4,67612649,0.000000333093745344331,"rrBLUP","rrBLUP","124im+36088","PCA=3","52.9919864712766"
"119","NsiI.TP510204","Lg",89,11,15423,0.0000111832305369442,"rrBLUP","rrBLUP","124im+36088","PCA=3","4.54539120516448"
"120","NsiI.TP525885","GS",241,11,15624,0.0000448668312417448,"rrBLUP","rrBLUP","124im+36088","PCA=3","12.2851149623864"
"121","NsiI.TP527955","GS",131,3,62865681,0.000000456066208337623,"rrBLUP","rrBLUP","124im+36088","PCA=3","42.3361213366432"
"122","NsiI.TP530682","GS",146,4,67084059,0.00000001052160330156,"rrBLUP","rrBLUP","124im+36088","PCA=3","56.3364116340233"
"123","NsiI.TP546327","Lg",56,1,64568428,0.0000368783671905268,"rrBLUP","rrBLUP","124im+36088","PCA=3","17.119832529142"
"124","NsiI.TP550329","GS",179,10,48791640,0.000000000260893643156222,"rrBLUP","rrBLUP","124im+36088","PCA=3","59.3224696946497"
"125","NsiI.TP55722","GS",222,11,9782,0.000251722924874882,"rrBLUP","rrBLUP","124im+36088","PCA=3","46.6864533742764"
"126","NsiI.TP558275","Lg",71,8,61989511,0.0000105813850785836,"rrBLUP","rrBLUP","124im+36088","PCA=3","17.3167821476248"
"127","NsiI.TP578274","GS",242,11,16315,0.000144423509464281,"rrBLUP","rrBLUP","124im+36088","PCA=3","43.2883423422526"
"128","NsiI.TP581148","GS",173,9,51447543,0.0000000527086372473709,"rrBLUP","rrBLUP","124im+36088","PCA=3","57.8894309626256"
"129","NsiI.TP581753","GS",243,11,16359,0.000165303582187399,"rrBLUP","rrBLUP","124im+36088","PCA=3","1.66828854569909"
"130","NsiI.TP587756","GS",244,11,16426,0.000000228789423394905,"rrBLUP","rrBLUP","124im+36088","PCA=3","43.0922529651372"
"131","NsiI.TP589984","GS",166,8,52737990,0.0000000828187695740217,"rrBLUP","rrBLUP","124im+36088","PCA=3","43.4886589266286"
"132","NsiI.TP607946","GS",245,11,16632,0.00000999943924389451,"rrBLUP","rrBLUP","124im+36088","PCA=3","45.6100381575374"
"133","NsiI.TP642616","GS",246,11,17091,0.00000432649172884108,"rrBLUP","rrBLUP","124im+36088","PCA=3","55.0044006917834"
"134","NsiI.TP65519","GS",223,11,9900,0.0000000209176549798309,"rrBLUP","rrBLUP","124im+36088","PCA=3","41.5171546053776"
"135","NsiI.TP660871","GS",180,10,56470218,0.000045128300269761,"rrBLUP","rrBLUP","124im+36088","PCA=3","3.87423974660753"
"136","NsiI.TP667079","GS",247,11,17305,0.000032311661208115,"rrBLUP","rrBLUP","124im+36088","PCA=3","6.76891309256124"
"137","NsiI.TP673888","Lg",90,11,17425,0.000000645278355837516,"rrBLUP","rrBLUP","124im+36088","PCA=3","22.5783615282755"
"138","NsiI.TP678903","GS",121,2,75062699,0.0000504835515110407,"rrBLUP","rrBLUP","124im+36088","PCA=3","2.84445080069618"
"139","NsiI.TP682055","GS",125,3,53727323,0.000181375932783103,"rrBLUP","rrBLUP","124im+36088","PCA=3","31.4172140355209"
"140","NsiI.TP695292","GS",248,11,17688,0.000109252639060579,"rrBLUP","rrBLUP","124im+36088","PCA=3","15.4459318148401"
"141","NsiI.TP702251","GS",249,11,17761,0.0000957502363882729,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.498768975992032"
"142","NsiI.TP708561","GS",250,11,17855,0.000188448191467826,"rrBLUP","rrBLUP","124im+36088","PCA=3","1.53658237977269"
"143","NsiI.TP71163","GS",165,7,65061807,0.000000129444259651253,"rrBLUP","rrBLUP","124im+36088","PCA=3","33.5815960415614"
"144","NsiI.TP724130","GS",176,9,59312440,0.0000715973995057486,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.694639296460603"
"145","NsiI.TP731812","GS",251,11,18106,0.0000000118745371558155,"rrBLUP","rrBLUP","124im+36088","PCA=3","15.3065429919245"
"146","NsiI.TP734475","GS",136,4,12179795,0.00000643086712251542,"rrBLUP","rrBLUP","124im+36088","PCA=3","26.2315772494871"
"147","NsiI.TP736796","Lg",59,2,69108801,0.0000104791715012249,"rrBLUP","rrBLUP","124im+36088","PCA=3","20.5354593803779"
"148","NsiI.TP759015","GS",252,11,18450,0.0000334772393972307,"rrBLUP","rrBLUP","124im+36088","PCA=3","33.8610031483823"
"149","NsiI.TP762798","GS",253,11,18506,0.000037786168588999,"rrBLUP","rrBLUP","124im+36088","PCA=3","40.5191888735656"
"150","NsiI.TP765334","Lg",91,11,18553,0.0000368087194266092,"rrBLUP","rrBLUP","124im+36088","PCA=3","12.3705091916233"
"151","NsiI.TP778547","GS",133,3,72499499,0.000108676735517695,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.194936233340848"
"152","NsiI.TP793729","GS",96,1,9458454,0.0000000162369513306592,"rrBLUP","rrBLUP","124im+36088","PCA=3","54.0720636489891"
"153","NsiI.TP798911","GS",119,2,72297880,0.000022210106599582,"rrBLUP","rrBLUP","124im+36088","PCA=3","1.93737329155315"
"154","NsiI.TP800446","GS",100,1,58656120,0.0000144613966184277,"rrBLUP","rrBLUP","124im+36088","PCA=3","41.9868985114221"
"155","NsiI.TP827803","Lg",92,11,19285,0.00000608697105908737,"rrBLUP","rrBLUP","124im+36088","PCA=3","23.5181738693754"
"156","NsiI.TP8416","GS",218,11,9224,0.0000070795530721213,"rrBLUP","rrBLUP","124im+36088","PCA=3","51.8563815279244"
"157","PstI.TP1000965","Lg",67,6,57296544,0.0000258041508271208,"rrBLUP","rrBLUP","124im+36088","PCA=3","7.25501559526467"
"158","PstI.TP1004016","GS",211,11,6968,0.0000000217352906027861,"rrBLUP","rrBLUP","124im+36088","PCA=3","56.0746780598506"
"159","PstI.TP1009395","GS",212,11,6997,0.000240612016338824,"rrBLUP","rrBLUP","124im+36088","PCA=3","41.2159716441444"
"160","PstI.TP1042290","GS",213,11,7231,0.0000286384249575599,"rrBLUP","rrBLUP","124im+36088","PCA=3","12.1547013014617"
"161","PstI.TP1043092","Lg",57,2,8205665,0.00000860865505959707,"rrBLUP","rrBLUP","124im+36088","PCA=3","11.2906089114704"
"162","PstI.TP1045209","GS",151,5,67682690,0.0000000972390665180674,"rrBLUP","rrBLUP","124im+36088","PCA=3","54.3308364057092"
"163","PstI.TP1047764","Lg",80,11,7272,0.00000966800494610595,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.902722230755053"
"164","PstI.TP1054721","GS",214,11,7335,0.000250148203115679,"rrBLUP","rrBLUP","124im+36088","PCA=3","24.3213364607328"
"165","PstI.TP1062471","GS",137,4,15709646,0.000219021468659476,"rrBLUP","rrBLUP","124im+36088","PCA=3","9.11025779713529"
"166","PstI.TP1080568","Lg",58,2,60958321,0.0000328077303886555,"rrBLUP","rrBLUP","124im+36088","PCA=3","14.9122283653528"
"167","PstI.TP1085708","GS",174,9,54359783,0.000257654277330256,"rrBLUP","rrBLUP","124im+36088","PCA=3","17.0523800439322"
"168","PstI.TP1089453","GS",135,4,8592955,0.000119878601404017,"rrBLUP","rrBLUP","124im+36088","PCA=3","35.0082028896266"
"169","PstI.TP1110489","GS",215,11,7773,0.000147962457712077,"rrBLUP","rrBLUP","124im+36088","PCA=3","18.6049327605996"
"170","PstI.TP1120157","GS",156,6,48858471,0.0000336223095301564,"rrBLUP","rrBLUP","124im+36088","PCA=3","6.02301811425291"
"171","PstI.TP1149860","GS",157,6,50090646,0.000000421781528344999,"rrBLUP","rrBLUP","124im+36088","PCA=3","23.1055350584182"
"172","PstI.TP1158544","Lg",60,3,3329218,0.0000655125410764114,"rrBLUP","rrBLUP","124im+36088","PCA=3","11.7709101735794"
"173","PstI.TP1174833","GS",216,11,8269,0.00000408543702925086,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.424719483713113"
"174","PstI.TP1181998","Lg",81,11,8335,0.0000000326132765257186,"rrBLUP","rrBLUP","124im+36088","PCA=3","27.3270446104818"
"175","PstI.TP119299","GS",99,1,20256212,0.0000399289588308396,"rrBLUP","rrBLUP","124im+36088","PCA=3","47.7053001074948"
"176","PstI.TP119679","Lg",73,11,995,0.0000312711865144862,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.337744797156624"
"177","PstI.TP1201826","GS",217,11,8487,0.000154714391053061,"rrBLUP","rrBLUP","124im+36088","PCA=3","15.8931405841616"
"178","PstI.TP1207695","GS",122,3,4076702,0.000198857622578442,"rrBLUP","rrBLUP","124im+36088","PCA=3","23.8393562539271"
"179","PstI.TP1211962","GS",138,4,15710410,0.00000180120349492667,"rrBLUP","rrBLUP","124im+36088","PCA=3","54.0230997389269"
"180","PstI.TP1215716","GS",120,2,73397741,0.000263066404877589,"rrBLUP","rrBLUP","124im+36088","PCA=3","8.58714097611777"
"181","PstI.TP1242505","GS",94,1,6406612,0.000145280426444522,"rrBLUP","rrBLUP","124im+36088","PCA=3","49.9576996613879"
"182","PstI.TP134392","GS",159,6,55007516,0.00000735535753803648,"rrBLUP","rrBLUP","124im+36088","PCA=3","47.8766425070129"
"183","PstI.TP136209","GS",185,11,1131,0.0000000486626902625808,"rrBLUP","rrBLUP","124im+36088","PCA=3","58.07395687784"
"184","PstI.TP144650","GS",186,11,1222,0.0000000192692348238882,"rrBLUP","rrBLUP","124im+36088","PCA=3","29.2025335130896"
"185","PstI.TP159269","GS",149,5,20096056,0.000122015387811226,"rrBLUP","rrBLUP","124im+36088","PCA=3","28.6253941588611"
"186","PstI.TP16677","GS",162,7,2767454,0.0000389288684664118,"rrBLUP","rrBLUP","124im+36088","PCA=3","8.5112189755985"
"187","PstI.TP167522","GS",171,9,3164781,0.0000385619932025566,"rrBLUP","rrBLUP","124im+36088","PCA=3","12.7583823362109"
"188","PstI.TP171713","GS",134,4,6902976,0.00000275121215796122,"rrBLUP","rrBLUP","124im+36088","PCA=3","23.32274654101"
"189","PstI.TP174949","GS",187,11,1432,0.000180236863730076,"rrBLUP","rrBLUP","124im+36088","PCA=3","35.9241968718036"
"190","PstI.TP201683","GS",188,11,1650,0.000180856698230175,"rrBLUP","rrBLUP","124im+36088","PCA=3","47.7220344045858"
"191","PstI.TP215976","GS",110,1,72027878,0.00000000038683192700409,"rrBLUP","rrBLUP","124im+36088","PCA=3","58.4397997918769"
"192","PstI.TP223643","GS",189,11,1838,0.00000535693924094551,"rrBLUP","rrBLUP","124im+36088","PCA=3","13.9745572249636"
"193","PstI.TP237380","GS",115,2,49698711,0.00000970925242719019,"rrBLUP","rrBLUP","124im+36088","PCA=3","49.8159294879764"
"194","PstI.TP258803","GS",190,11,2108,0.000076201909200581,"rrBLUP","rrBLUP","124im+36088","PCA=3","47.6665249054457"
"195","PstI.TP276130","GS",191,11,2243,0.000130545768523694,"rrBLUP","rrBLUP","124im+36088","PCA=3","7.79871043146481"
"196","PstI.TP288321","GS",107,1,69119924,0.00014821131942579,"rrBLUP","rrBLUP","124im+36088","PCA=3","11.7753847412122"
"197","PstI.TP306425","GS",192,11,2424,0.00000384828176591518,"rrBLUP","rrBLUP","124im+36088","PCA=3","23.3382994146774"
"198","PstI.TP308922","GS",98,1,14021607,0.0000000208709508898276,"rrBLUP","rrBLUP","124im+36088","PCA=3","56.4619503367356"
"199","PstI.TP309206","Lg",62,3,45627127,0.000016216443517854,"rrBLUP","rrBLUP","124im+36088","PCA=3","19.9056980246302"
"200","PstI.TP316592","GS",193,11,2507,0.000285419228540239,"rrBLUP","rrBLUP","124im+36088","PCA=3","0.0979088310061693"
