"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","effect","Adj.P.P.value","Ind.SNP","PS","Software","Method","PVE"
"11","NsiI.TP167296","GS",146,8,58557615,0.000000262333064321999,0.175440495834428,0.0881669816078536,0.000688204560942332,"124+36088im","PS_N","FarmCPU","FarmCPU",0.306741512733322
"12","NsiI.TP199584","ADD",2,9,58950916,0.00000355030233654062,0.431365999070019,-0.0000578413364406429,0.0310462104989355,"124+36088im","PS_N","FarmCPU","FarmCPU",0.442382547986121
"13","NsiI.TP208710","FW_1",104,1,66025194,0.0000150711416669374,0.116777649702968,0.00370428578626798,0.0395376330490436,"124+36088im","PS_N","FarmCPU","FarmCPU",3.81311046215362
"14","NsiI.TP208710","HM_1",166,1,66025194,0.00000262849765855964,0.116777649702968,0.037568817861054,0.0229853358582179,"124+36088im","PS_N","FarmCPU","FarmCPU",3.4632611412798
"15","NsiI.TP212267","GFW_50",120,1,1974353,0.0000000145294320200436,0.302478122174218,-0.0105669390096392,0.0000952912799034559,"124+36088im","PS_N","FarmCPU","FarmCPU",1.54889296862635
"16","NsiI.TP212267","GHW_50",136,1,1974353,0.00000335226364845038,0.302478122174218,-0.0122165248354442,0.0175886569106895,"124+36088im","PS_N","FarmCPU","FarmCPU",1.85723028072636
"17","NsiI.TP212267","HD_50",158,1,1974353,0.00000000946560014348749,0.302478122174218,-0.110394311412495,0.0000827735180547503,"124+36088im","PS_N","FarmCPU","FarmCPU",1.60752462977863
"18","NsiI.TP222605","GHW_50",139,7,1240431,0.00000642183162920761,0.178580271473575,0.016529621028579,0.0280783884934387,"124+36088im","PS_N","FarmCPU","FarmCPU",0.170241687454047
"19","NsiI.TP222605","HD_50",162,7,1240431,0.000000124562098867747,0.178580271473575,0.136961093463651,0.000718258574293651,"124+36088im","PS_N","FarmCPU","FarmCPU",0.252839355711621
"20","NsiI.TP224601","Bcirc_cm",6,1,58622993,0.00000310222258990343,0.14597321543517,1.20207357988987,0.0135639512372544,"124+36088im","PS_N","FarmCPU","FarmCPU",5.16381849351501
"21","NsiI.TP234967","FNMain",97,6,50238765,0.00000790077210638268,0.112338015495989,0.709152902943102,0.0259086069298554,"124+36088im","PS_N","FarmCPU","FarmCPU",0.000747926039201297
"22","NsiI.TP249362","GS",150,10,53235875,0.000000000996012881095678,0.0766063469360196,0.289858930457296,0.000004354900320444,"124+36088im","PS_N","FarmCPU","FarmCPU",0.279652225090334
"23","NsiI.TP251198","ADD",4,11,11959,0.000000000000000360156627958719,0.170627995649363,-0.000225929695742525,0.00000000000944834897786903,"124+36088im","PS_N","FarmCPU","FarmCPU",0.378366900002031
"24","NsiI.TP257488","GS",147,9,54504491,0.000000848983766694353,0.296754627015429,0.0829435413968894,0.00202474910322361,"124+36088im","PS_N","FarmCPU","FarmCPU",18.0245657941513
"25","NsiI.TP307255","Yld_kg",210,1,3020815,0.0000106046273779695,0.349405761012882,0.411541500675397,0.0487315648783816,"124+36088im","PS_N","FarmCPU","FarmCPU",2.97574917495758
"26","NsiI.TP309946","CmN",56,11,12519,0.000000610164509201194,0.243750313683877,-0.133737757061711,0.00200088196679802,"124+36088im","PS_N","FarmCPU","FarmCPU",1.46824812917688
"27","NsiI.TP321836","FM_50",91,10,43096218,0.0000132596063485733,0.140823314214071,-0.00776679018068656,0.049693216135496,"124+36088im","PS_N","FarmCPU","FarmCPU",9.94694639209838
"28","NsiI.TP323814","FD",71,11,12684,0.000000000803951678650144,0.192846515210847,0.592808126513645,0.0000163545468092515,"124+36088im","PS_N","FarmCPU","FarmCPU",1.53297941666122
"29","NsiI.TP327757","CmN",49,3,71119897,0.00000000000000698778614485621,0.198608856846227,0.326796713883597,0.000000000183317581724158,"124+36088im","PS_N","FarmCPU","FarmCPU",1.14504545102927
"30","NsiI.TP330963","Bcirc_cm",13,10,56296082,0.0000177431704809994,0.0698704147117277,-1.3049441385249,0.0465474334398538,"124+36088im","PS_N","FarmCPU","FarmCPU",0.250177693900962
"31","NsiI.TP331606","CmD_LI_mm",39,1,21598230,0.000000397581058539766,0.229845662673574,0.175871539840154,0.00347671382991074,"124+36088im","PS_N","FarmCPU","FarmCPU",0.773522618804471
"32","NsiI.TP336953","FM_50",88,8,58340502,0.00000886255326187259,0.305531698239506,-0.00446755069970829,0.0387500370453276,"124+36088im","PS_N","FarmCPU","FarmCPU",0.00591004471846482
"33","NsiI.TP352026","CmN",53,6,555824,0.00000000171137895832597,0.0670675047294072,-0.354860703957915,0.0000224481577963617,"124+36088im","PS_N","FarmCPU","FarmCPU",4.44264648156659
"34","NsiI.TP361622","CCirc_cm",15,1,69534233,0.00000634259742848529,0.219285759523087,0.212115867270084,0.0207989626173604,"124+36088im","PS_N","FarmCPU","FarmCPU",1.76996912564233
"35","NsiI.TP387064","FD",67,1,78909565,0.000000136305677878129,0.269027368775732,0.348519128555516,0.000893960788363709,"124+36088im","PS_N","FarmCPU","FarmCPU",2.27174374760523
"36","NsiI.TP390222","CCirc_cm",19,4,58488770,0.00000350592648561074,0.0892103764541734,-0.410481415724758,0.0131392107747875,"124+36088im","PS_N","FarmCPU","FarmCPU",13.8542312924998
"37","NsiI.TP423584","CmDW_g",25,2,57602883,0.0000000105987819776071,0.0603609013244542,-0.536541075796637,0.000138295176472275,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0898041105724367
"38","NsiI.TP423888","Lg",187,9,7279333,0.000000000230590625003402,0.0937571536455095,0.124469464168163,0.00000604931445633925,"124+36088im","PS_N","FarmCPU","FarmCPU",1.34960116964111
"39","NsiI.TP455424","FW_1",108,2,62269512,0.0000113251491141604,0.0848099957573494,0.00339274972888392,0.033011551317876,"124+36088im","PS_N","FarmCPU","FarmCPU",0.378815100640588
"40","NsiI.TP46196","CmDW_g",24,1,57778864,0.00000589428661971832,0.12293191579482,-0.324698482964705,0.0257717858636151,"124+36088im","PS_N","FarmCPU","FarmCPU",0.184004025613517
"41","NsiI.TP471487","CCirc_cm",21,10,52898413,0.000000000393008973405136,0.187045940670459,-0.454938724401457,0.00000852709936104402,"124+36088im","PS_N","FarmCPU","FarmCPU",0.640066648432879
"42","NsiI.TP471487","Yld",204,10,52898413,0.00000000000360184632022338,0.187045940670459,-1.2106205586611,0.0000000944908363647402,"124+36088im","PS_N","FarmCPU","FarmCPU",0.00000174344354832988
"43","NsiI.TP471487","Yld_1",208,10,52898413,0.00000000000360184632048577,0.187045940670459,-1.01861025643415,0.0000000944908363716237,"124+36088im","PS_N","FarmCPU","FarmCPU",0.00000174344356260942
"44","NsiI.TP488716","CmD_LI_mm",43,5,5554725,0.000000826430714443019,0.218791930485734,0.183486085651929,0.00433611667253963,"124+36088im","PS_N","FarmCPU","FarmCPU",3.95886423783971
"45","NsiI.TP501314","ADD",1,8,44674673,0.00000627481215163976,0.344315314388227,0.0000595630585275706,0.0411533554965294,"124+36088im","PS_N","FarmCPU","FarmCPU",5.55324106581365
"46","NsiI.TP503099","GS",151,11,15282,0.0000000000000000000000334740392203048,0.0519114254166356,0.703383323991363,0.000000000000000000439078972452738,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0202965876623221
"47","NsiI.TP507399","GS",152,11,15357,0.0000000000000000000136098807900652,0.0801836511424677,-0.908774065117784,0.00000000000000011901387088219,"124+36088im","PS_N","FarmCPU","FarmCPU",2.11474450680714
"48","NsiI.TP51047","FD_1",76,2,13453548,0.000000128193993996938,0.379602360939546,0.0359834007293381,0.000672608247703134,"124+36088im","PS_N","FarmCPU","FarmCPU",11.8340439009331
"49","NsiI.TP51047","FW_1",106,2,13453548,0.00000721993038045263,0.379602360939546,0.00248984695357495,0.0270582362286849,"124+36088im","PS_N","FarmCPU","FarmCPU",12.1784017522972
"50","NsiI.TP51047","GHW_1",130,2,13453548,0.0000000174458302675821,0.379602360939546,0.00570664968489587,0.0000871431947619562,"124+36088im","PS_N","FarmCPU","FarmCPU",11.5990679579671
"51","NsiI.TP514947","Yld_kg",213,6,52754787,0.00000059987991845876,0.412215578024364,-0.40873646794472,0.00524574992694904,"124+36088im","PS_N","FarmCPU","FarmCPU",0.125900558658775
"52","NsiI.TP520698","Cml_cm",57,1,3113038,0.000000332707232980599,0.445082134320897,9.00239080304339,0.00290941385000434,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0549841015576548
"53","NsiI.TP520722","GFW_1",118,10,4380167,0.00000501717372355712,0.171564372724073,0.00375516609344073,0.0438735118212658,"124+36088im","PS_N","FarmCPU","FarmCPU",2.7318003188877
"54","NsiI.TP5257","HW_1",177,11,9189,0.00000652526727720213,0.157119426060184,0.0030346752744278,0.0342367723500241,"124+36088im","PS_N","FarmCPU","FarmCPU",0.426640898175525
"55","NsiI.TP550070","FD_50",83,7,64164608,0.000000692626169798049,0.247119704072139,-0.144392287678978,0.00605678497949401,"124+36088im","PS_N","FarmCPU","FarmCPU",2.27688194919896
"56","NsiI.TP550070","fprind",226,7,64164608,0.000000685908579497197,0.247119704072139,-0.193589321135554,0.00599804189150982,"124+36088im","PS_N","FarmCPU","FarmCPU",2.20774512912479
"57","NsiI.TP550070","fprinGW",217,7,64164608,0.00000279547367209681,0.247119704072139,-0.017398302209801,0.0244454854379292,"124+36088im","PS_N","FarmCPU","FarmCPU",2.302315896703
"58","NsiI.TP550070","fprinW",223,7,64164608,0.0000053444180165828,0.247119704072139,-0.0200917259129535,0.0467351540823444,"124+36088im","PS_N","FarmCPU","FarmCPU",2.35515370422546
"59","NsiI.TP550070","FW_50",115,7,64164608,0.00000230858539729415,0.247119704072139,-0.0178381396215683,0.0201878097708716,"124+36088im","PS_N","FarmCPU","FarmCPU",2.38259454149587
"60","NsiI.TP563229","Bcirc_cm",9,3,13084031,0.00000173951307169206,0.193163963753988,0.979608781287532,0.0103200681349584,"124+36088im","PS_N","FarmCPU","FarmCPU",0.443166594142955
"61","NsiI.TP563229","FNMain",95,3,13084031,0.000000000819728041059495,0.193163963753988,0.936139747339306,0.0000215047454291548,"124+36088im","PS_N","FarmCPU","FarmCPU",0.148499355200809
"62","NsiI.TP563229","TFN",200,3,13084031,0.00000000199466770947508,0.193163963753988,0.999432192441777,0.0000523281126903692,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0412129515481629
"63","NsiI.TP5647","Lg",188,10,20032426,0.00000661519637331845,0.0854663802761111,-0.0714724279157225,0.0239294875626771,"124+36088im","PS_N","FarmCPU","FarmCPU",1.23387364665961
"64","NsiI.TP56527","Lg",189,11,9790,0.000000900683658892317,0.0772743622339824,-0.0710208488464637,0.00472570702147621,"124+36088im","PS_N","FarmCPU","FarmCPU",1.06444996009025
"65","NsiI.TP56527","TFN",201,11,9790,0.0000035981023473487,0.0772743622339824,-0.979302832887712,0.0314642056601153,"124+36088im","PS_N","FarmCPU","FarmCPU",1.91912156576849
"66","NsiI.TP571744","HM_50",170,2,2865326,0.0000000312091004099281,0.401911180801536,-0.00883662522389647,0.000272913180051351,"124+36088im","PS_N","FarmCPU","FarmCPU",1.10956762724319
"67","NsiI.TP579718","HW_1",175,3,64789626,0.000000320494550628215,0.470588235294118,0.0020502699813327,0.0042039270205903,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0541779188581393
"68","NsiI.TP602190","GFW_50",124,2,69281568,0.0000000000342082818547157,0.468434335450687,0.0128287632907284,0.000000299140022058871,"124+36088im","PS_N","FarmCPU","FarmCPU",20.063272689329
"69","NsiI.TP602190","GHW_50",138,2,69281568,0.00000101699136295681,0.468434335450687,0.0122390521581354,0.00833702925598056,"124+36088im","PS_N","FarmCPU","FarmCPU",20.6211288398516
"70","NsiI.TP602190","HD_50",160,2,69281568,0.00000290176867343557,0.468434335450687,0.0782459615380557,0.0108749999112727,"124+36088im","PS_N","FarmCPU","FarmCPU",19.469656815047
"71","NsiI.TP603545","Lg",182,3,65866973,0.0000189085272329735,0.264874663873213,0.029506362020486,0.0483314020843874,"124+36088im","PS_N","FarmCPU","FarmCPU",0.604255453104444
"72","NsiI.TP608372","CmDW_g",30,9,152998,0.000000000355436525514936,0.152691472062079,0.452371512039442,0.00000932452181035883,"124+36088im","PS_N","FarmCPU","FarmCPU",5.70460420566599
"73","NsiI.TP620299","Lg",183,4,56693404,0.00000613192667198986,0.052553454325809,-0.0770599020219217,0.0239294875626771,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0156236088457788
"74","NsiI.TP631452","FNMain",98,10,52286358,0.00000000593688438790366,0.0989601576413076,-0.964997329320258,0.0000778741125161323,"124+36088im","PS_N","FarmCPU","FarmCPU",8.72007243820058
"75","NsiI.TP632002","FD_1",75,1,70863814,0.00000000000128260098563941,0.220740537148694,0.0516112414478702,0.0000000112159180857548,"124+36088im","PS_N","FarmCPU","FarmCPU",12.1871045775733
"76","NsiI.TP632002","FD_50",82,1,70863814,0.0000000000000038765459660059,0.220740537148694,0.266185358725631,0.0000000000797339168985418,"124+36088im","PS_N","FarmCPU","FarmCPU",12.1895438014148
"77","NsiI.TP632002","FM_50",87,1,70863814,0.0000000000000154380804798262,0.220740537148694,0.0121068297956644,0.00000000020250130165388,"124+36088im","PS_N","FarmCPU","FarmCPU",11.9691715389907
"78","NsiI.TP632002","fprind",225,1,70863814,0.0000000000000031216987137957,0.220740537148694,0.358261502070144,0.0000000000818946440577164,"124+36088im","PS_N","FarmCPU","FarmCPU",12.1491199041042
"79","NsiI.TP632002","fprinGW",216,1,70863814,0.00000000000000335703284565596,0.220740537148694,0.0387927255144591,0.0000000000440341998364692,"124+36088im","PS_N","FarmCPU","FarmCPU",12.3151177388779
"80","NsiI.TP632002","fprinM",220,1,70863814,0.00000276701344178516,0.220740537148694,0.0317392011240214,0.0241966102105973,"124+36088im","PS_N","FarmCPU","FarmCPU",11.8265937836879
"81","NsiI.TP632002","fprinW",222,1,70863814,0.0000000000000102693663617916,0.220740537148694,0.0449117025581585,0.000000000269406557135241,"124+36088im","PS_N","FarmCPU","FarmCPU",12.5135840254972
"82","NsiI.TP632002","FW_1",105,1,70863814,0.000000011470628383645,0.220740537148694,0.00362611128633264,0.000150460232508271,"124+36088im","PS_N","FarmCPU","FarmCPU",12.2731497575231
"83","NsiI.TP632002","FW_50",113,1,70863814,0.000000000000000021384821770424,0.220740537148694,0.0374176456134506,0.000000000000561009414325303,"124+36088im","PS_N","FarmCPU","FarmCPU",12.5594079624638
"84","NsiI.TP632002","GFW_1",117,1,70863814,0.00000000000000000103672171848387,0.220740537148694,0.0116419626051985,0.0000000000000271973575627058,"124+36088im","PS_N","FarmCPU","FarmCPU",12.6300561866427
"85","NsiI.TP632002","GFW_50",122,1,70863814,0.000000000000000000917339524612512,0.220740537148694,0.0223649395157838,0.0000000000000120327425443423,"124+36088im","PS_N","FarmCPU","FarmCPU",12.2265930661245
"86","NsiI.TP632002","GHW_1",129,1,70863814,0.0000000000801585509105042,0.220740537148694,0.00719017633182221,0.000000700959808195389,"124+36088im","PS_N","FarmCPU","FarmCPU",12.5529670044177
"87","NsiI.TP632002","GHW_50",137,1,70863814,0.0000000000000000557479864063439,0.220740537148694,0.0304243503168275,0.000000000000731246337692013,"124+36088im","PS_N","FarmCPU","FarmCPU",12.1398194352061
"88","NsiI.TP632002","HD_1",155,1,70863814,0.00000104947809220022,0.220740537148694,0.0353475898839799,0.00688300206769514,"124+36088im","PS_N","FarmCPU","FarmCPU",12.2172813360346
"89","NsiI.TP632002","HD_50",159,1,70863814,0.0000000000000000293995853466919,0.220740537148694,0.210270732068147,0.000000000000771268721985115,"124+36088im","PS_N","FarmCPU","FarmCPU",12.0138922349089
"90","NsiI.TP632002","HM_50",169,1,70863814,0.000000000013372518380543,0.220740537148694,0.0129398862119971,0.000000350814647195165,"124+36088im","PS_N","FarmCPU","FarmCPU",11.4063636317118
"91","NsiI.TP632002","HW_1",174,1,70863814,0.00000000000284363801169066,0.220740537148694,0.00390631543110482,0.0000000745999995986928,"124+36088im","PS_N","FarmCPU","FarmCPU",12.3715375592062
"92","NsiI.TP632002","HW_50",178,1,70863814,0.0000000000000216246056567571,0.220740537148694,0.0240475764710057,0.000000000567299904799366,"124+36088im","PS_N","FarmCPU","FarmCPU",12.3879931587129
"93","NsiI.TP632086","Yld_kg",212,4,59238758,0.0000111454368098761,0.406311981458319,-0.471186000804333,0.0487315648783816,"124+36088im","PS_N","FarmCPU","FarmCPU",1.71254876413412
"94","NsiI.TP634727","CCirc_cm",18,3,6399724,0.000000000650080000079593,0.0885541208353157,-0.55280684089886,0.00000852709936104402,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0582084732617007
"95","NsiI.TP635575","Cml_cm",61,5,38567770,0.000000472682281567543,0.25791577387052,10.0947045499026,0.00310008674366073,"124+36088im","PS_N","FarmCPU","FarmCPU",12.7921670746001
"96","NsiI.TP652320","FD_1",80,10,54138549,0.0000122533993539226,0.10624418832576,-0.0313708757134161,0.0384724851933963,"124+36088im","PS_N","FarmCPU","FarmCPU",1.45641942373665
"97","NsiI.TP668488","HW_1",176,7,6826349,0.00000214359406605433,0.153959438502381,-0.00435861375081056,0.0187450155762898,"124+36088im","PS_N","FarmCPU","FarmCPU",0.000292358033634807
"98","NsiI.TP675623","FD_1",78,6,46224826,0.000000198394849335375,0.159038882339635,0.0476278116115902,0.000867448412910705,"124+36088im","PS_N","FarmCPU","FarmCPU",2.68528039885846
"99","NsiI.TP675623","GHW_1",133,6,46224826,0.0000000286767322860107,0.159038882339635,0.00764128817202629,0.000107472199255886,"124+36088im","PS_N","FarmCPU","FarmCPU",2.35988860972884
"100","NsiI.TP693565","Lg",190,11,17661,0.0000202655112803332,0.0777053270799122,-0.0582885468403871,0.0483314020843874,"124+36088im","PS_N","FarmCPU","FarmCPU",2.80074163321539
"101","NsiI.TP694884","FW_1",109,3,6382094,0.0000184726123029047,0.176099125587892,-0.00874511746555825,0.0440555010140365,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0529607411668544
"102","NsiI.TP694884","HD_1",156,3,6382094,0.000000862166784779565,0.176099125587892,-0.123421895491373,0.00688300206769514,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0574069803770105
"103","NsiI.TP717578","CmD_BI_mm",37,10,58023898,0.00000212435745805319,0.181265690837221,0.148589568393329,0.0111460787109135,"124+36088im","PS_N","FarmCPU","FarmCPU",1.27675101772447
"104","NsiI.TP717578","CmD_LI_mm",45,10,58023898,0.00000284893534597894,0.181265690837221,0.165544656507249,0.0124564949777353,"124+36088im","PS_N","FarmCPU","FarmCPU",0.768221032842368
"105","NsiI.TP717578","SDW_kg",196,10,58023898,0.00000675719962830298,0.181265690837221,0.328468050128084,0.0295447291748167,"124+36088im","PS_N","FarmCPU","FarmCPU",2.25549177839354
"106","NsiI.TP728788","FD_50",84,11,18071,0.00000000000000607867019124356,0.130354195611884,-0.372747495101406,0.0000000000797339168985418,"124+36088im","PS_N","FarmCPU","FarmCPU",4.09207176149252
"107","NsiI.TP728788","FM_50",92,11,18071,0.00000000000000000215185221234473,0.130354195611884,-0.0210529656341909,0.0000000000000564516909386516,"124+36088im","PS_N","FarmCPU","FarmCPU",3.54904992894745
"108","NsiI.TP728788","fprind",227,11,18071,0.00000000000000846653357561191,0.130354195611884,-0.496195635388327,0.000000000111055520911301,"124+36088im","PS_N","FarmCPU","FarmCPU",4.03193107211688
"109","NsiI.TP728788","fprinGW",218,11,18071,0.00000000000000164447678807384,0.130354195611884,-0.0542681857596064,0.0000000000431412040583291,"124+36088im","PS_N","FarmCPU","FarmCPU",3.99380579063665
"110","NsiI.TP728788","fprinW",224,11,18071,0.000000000000547927155985424,0.130354195611884,-0.0585095980804139,0.00000000718716050506081,"124+36088im","PS_N","FarmCPU","FarmCPU",4.11085335109042
"111","NsiI.TP728788","FW_50",116,11,18071,0.00000000000000239722669687023,0.130354195611884,-0.049198156592166,0.0000000000314444225828468,"124+36088im","PS_N","FarmCPU","FarmCPU",4.18728412407674
"112","NsiI.TP728788","GFW_1",119,11,18071,0.0000000000000208089550148749,0.130354195611884,-0.0143657677928196,0.000000000272951062930114,"124+36088im","PS_N","FarmCPU","FarmCPU",3.54464876391659
"113","NsiI.TP728788","GFW_50",126,11,18071,0.0000000000000000000142092313927898,0.130354195611884,-0.0349254189052523,0.000000000000000372764976358448,"124+36088im","PS_N","FarmCPU","FarmCPU",4.01754123821151
"114","NsiI.TP728788","GHW_50",141,11,18071,0.000000000000000000899356482531155,0.130354195611884,-0.0484770329163702,0.0000000000000235937179627223,"124+36088im","PS_N","FarmCPU","FarmCPU",3.89309804450563
"115","NsiI.TP728788","HD_50",164,11,18071,0.0000000000000000694319463351281,0.130354195611884,-0.307057298329158,0.000000000000910738840077875,"124+36088im","PS_N","FarmCPU","FarmCPU",3.93045293017716
"116","NsiI.TP728788","HW_50",179,11,18071,0.000000000000055585975159411,0.130354195611884,-0.0391679948418102,0.000000000729121236165994,"124+36088im","PS_N","FarmCPU","FarmCPU",3.9593352654066
"117","NsiI.TP728788","Yld_kg",215,11,18071,0.000000858468322051934,0.130354195611884,-0.848952158752261,0.00563026449017761,"124+36088im","PS_N","FarmCPU","FarmCPU",0.00762230578331011
"118","NsiI.TP750593","CCirc_cm",20,4,61084375,0.0000104247148750335,0.118516318094222,-0.344944840211193,0.0303868855590699,"124+36088im","PS_N","FarmCPU","FarmCPU",0.798730357067209
"119","NsiI.TP752448","FD",72,11,18347,0.00000932865338041251,0.494141518225743,-0.261840681371245,0.0349611275402488,"124+36088im","PS_N","FarmCPU","FarmCPU",6.21007929261595
"120","NsiI.TP754072","CmN",47,1,67675884,0.00000239048879434915,0.165808297894291,-0.185157357705532,0.00696800922566173,"124+36088im","PS_N","FarmCPU","FarmCPU",0.136335208284504
"121","NsiI.TP777241","HD_50",161,3,71199343,0.00000187701333842346,0.236993163489765,-0.0750617537451195,0.00820692798670017,"124+36088im","PS_N","FarmCPU","FarmCPU",4.66046053811153
"122","NsiI.TP784627","FM_50",89,9,34120871,0.000000336369623733425,0.325285672417945,0.00656523432207455,0.00220608017725567,"124+36088im","PS_N","FarmCPU","FarmCPU",0.807232078426104
"123","NsiI.TP784627","GHW_50",140,9,34120871,0.00000127117927208669,0.325285672417945,0.0146480016133523,0.00833702925598056,"124+36088im","PS_N","FarmCPU","FarmCPU",0.450502224532821
"124","NsiI.TP784627","HD_50",163,9,34120871,0.000000136894597524901,0.325285672417945,0.0991908079559814,0.000718258574293651,"124+36088im","PS_N","FarmCPU","FarmCPU",0.398096998173766
"125","NsiI.TP789014","FD_1",73,1,28276920,0.00000000000000765345299598561,0.138694045351621,0.0890224872493283,0.000000000200780685896687,"124+36088im","PS_N","FarmCPU","FarmCPU",8.08148497212893
"126","NsiI.TP789014","FW_1",102,1,28276920,0.0000000000129320821144068,0.138694045351621,0.00680003825258856,0.000000339260242189348,"124+36088im","PS_N","FarmCPU","FarmCPU",8.27035190851205
"127","NsiI.TP789014","GHW_1",127,1,28276920,0.0000000000000295069905925487,0.138694045351621,0.0138088965945387,0.000000000774086391204923,"124+36088im","PS_N","FarmCPU","FarmCPU",7.91232333016907
"128","NsiI.TP789014","HD_1",153,1,28276920,0.00000000786455711687857,0.138694045351621,0.067181095113931,0.000154251676240582,"124+36088im","PS_N","FarmCPU","FarmCPU",8.0854007914985
"129","NsiI.TP789014","HW_1",173,1,28276920,0.00000604745664790094,0.138694045351621,0.00367925005951518,0.0342367723500241,"124+36088im","PS_N","FarmCPU","FarmCPU",8.47798608283941
"130","NsiI.TP792944","FW_1",112,11,18848,0.000000735585560012814,0.3475582232786,0.00273118478134201,0.00482433789534404,"124+36088im","PS_N","FarmCPU","FarmCPU",1.79559992862268
"131","NsiI.TP796495","SDW_kg",193,5,16450180,0.0000000146723571677658,0.330419813524303,0.396929694831924,0.000192457308969584,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0364545538909931
"132","NsiI.TP810561","CmD_LI_mm",42,2,61303139,0.0000146282478505847,0.473603934570462,0.182185577121302,0.0479696817640299,"124+36088im","PS_N","FarmCPU","FarmCPU",2.74284193399474
"133","NsiI.TP810561","CmDW_g",26,2,61303139,0.0000150760525248054,0.473603934570462,0.391108247713178,0.0439450179928605,"124+36088im","PS_N","FarmCPU","FarmCPU",2.32338517135182
"134","NsiI.TP810561","Cml_cm",59,2,61303139,0.000000000218452869351783,0.473603934570462,19.7756838688685,0.00000573089257457468,"124+36088im","PS_N","FarmCPU","FarmCPU",2.55679103687069
"135","NsiI.TP811997","SDW_kg",195,9,8192109,0.000000414141976709632,0.0795441929320888,-0.571789207175458,0.00295975818756275,"124+36088im","PS_N","FarmCPU","FarmCPU",7.22814192844866
"136","NsiI.TP814761","GFW_50",125,9,9994604,0.000011284740540798,0.412810670006789,0.00600430196720529,0.0422919833353278,"124+36088im","PS_N","FarmCPU","FarmCPU",0.0492435070464262
"137","NsiI.TP89701","CmDW_g",29,4,63161916,0.000000136053899806653,0.312963832056181,0.291880768524297,0.000892309501881934,"124+36088im","PS_N","FarmCPU","FarmCPU",21.7291049007822
"138","NsiI.TP95031","Lg",185,6,54950661,0.00000000255573072969485,0.0810761510444037,0.188457471714367,0.0000223490133209382,"124+36088im","PS_N","FarmCPU","FarmCPU",0.555324224781643
"139","PstI.TP1016611","Bcirc_cm",5,1,12066190,0.0000019669261521229,0.337082887317421,-0.801787271168749,0.0103200681349584,"124+36088im","PS_N","FarmCPU","FarmCPU",10.366352588249
"140","PstI.TP1026977","CmN",52,4,62207098,0.0000000276894646252163,0.404324543465694,0.140678923191068,0.000181601353744481,"124+36088im","PS_N","FarmCPU","FarmCPU",2.62004562224006
"141","PstI.TP1029976","FD",70,10,44209597,0.00000000124682067616463,0.397127973654572,-0.399937148607434,0.0000163545468092515,"124+36088im","PS_N","FarmCPU","FarmCPU",1.19182884647098
