"","Name","Chromosome","Position","Yld","AIL","CmDW.V"
"29126","PstI.TP579974",1,783866,0.0382077277802391,0.0758564400271304,0.00268359225250751
"18021","PstI.TP1090052",1,815564,0.190563766678463,0.419132998824593,0.40800269907757
"20263","PstI.TP1216290",1,817784,0.533003759250306,1.03293057093599,0.367757676015448
"2318","NsiI.TP199750",1,819727,0.313703580118074,0.839450979188886,0.0606727397198041
"11821","NsiI.TP619705",1,820317,0,0,0
"28683","PstI.TP537601",1,822113,0.146390784678405,0.392317610242115,0.0589720604738521
"11118","NsiI.TP585976",1,829048,0.0712551092438179,0.0292429700150685,0.139769828197421
"5398","NsiI.TP358960",1,864806,0.188870515725438,0.344479919081951,0.188546984872362
"19090","PstI.TP1152021",1,865447,0,0,0
"21858","PstI.TP139718",1,866121,0,0,0
"11488","NsiI.TP603024",1,882892,0.846280028398092,0.0837046315224119,0.367795505946562
"23459","PstI.TP2218",1,905152,0.168902243709775,1.28053236848399,0.217044491476377
"6484","NsiI.TP410050",1,907438,0.277222494118733,0.199253834544438,0.0692763591027987
"6485","NsiI.TP410051",1,907440,0.0670505860971057,0.232975631190193,0.58546077107398
"31107","PstI.TP716618",1,918921,0,0,0
"25633","PstI.TP34534",1,923689,1.0302573632713,0.180511630814064,0.566185970234715
"31242","PstI.TP724910",1,925871,0.552808028991221,2.11560576567497,0.466793462148856
"26315","PstI.TP383349",1,950724,0.0596253455955736,0.0775685972959867,0.169524069652921
"15682","NsiI.TP809841",1,955990,0,0,0
"26520","PstI.TP39577",1,959521,0,0,0
"20781","PstI.TP1246584",1,1015480,1.15095358215898,0.53407598326211,1.43472528179225
"7749","NsiI.TP443042",1,1033284,1.11004935968735,1.2194403063963,1.31300382947362
"25813","PstI.TP354591",1,1050082,0.0992253504542688,0.125772352692984,0.0344545703291894
"17527","PstI.TP1060928",1,1054924,1.1169090576066,0.192055110828545,0.111000518669511
"35535","PstI.TP968458",1,1145895,0.0075503546012306,0.42941752868801,0.0304290792732643
"35711","PstI.TP979329",1,1145899,0,0,0
"33685","PstI.TP856852",1,1153760,0.37360604403342,0.0906195957863603,0.0817665887193086
"16616","PstI.TP1010387",1,1174408,0,0,0
"5862","NsiI.TP379925",1,1174994,0.105866821417331,0.22056288822052,0.0462450973516798
"32159","PstI.TP775725",1,1175417,0.197994383729094,0.157797031893927,0.587120689874224
"34217","PstI.TP885953",1,1195721,0.375231648006084,0.341925597997769,0.144672337836376
"28559","PstI.TP530416",1,1196937,0.106729110370113,0.966994342672921,0.170539415487693
"15685","NsiI.TP809990",1,1199529,0.291429860347487,0.938097065592039,0.972873406062775
"11888","NsiI.TP621329",1,1209175,0,0,0
"21802","PstI.TP136460",1,1229717,0.144945533310776,0.657657222208858,0.0650902078782891
"2879","NsiI.TP226174",1,1247110,0,0,0
"11911","NsiI.TP622",1,1250740,0.647658755379318,0.153805119572187,0.135807142240568
"35361","PstI.TP952646",1,1257515,0.321389755048998,1.21217750417137,0.426177241711761
"7169","NsiI.TP429501",1,1266624,0.356738471031361,0.158485121671153,0.233246784894924
"18648","PstI.TP112674",1,1270544,0,0,0
"4593","NsiI.TP321202",1,1270981,0.303413311583079,0.376841706593446,0.0143046544926497
"4594","NsiI.TP321203",1,1270985,1.98028042705977,0.408122057611625,0.904764737768704
"31890","PstI.TP761288",1,1274696,0,0,0
"16198","NsiI.TP83302",1,1275020,0.438949200241039,0.158713840010011,0.0939103826205215
"23964","PstI.TP250182",1,1293920,1.12674860486333,0.262703419627765,0.986078763718941
"28454","PstI.TP52331",1,1328877,0,0,0
"1196","NsiI.TP139486",1,1336169,0.0145466095300269,0.395571054615286,0.35254473119835
"23417","PstI.TP219964",1,1343660,0.287559679860476,0.0483390935215834,0.110219948742306
"3900","NsiI.TP280619",1,1353156,0,0,0
"8582","NsiI.TP476134",1,1354429,1.05387387071987,1.09792671885256,0.751073216121645
"34798","PstI.TP919568",1,1369588,0,0,0
"35318","PstI.TP949573",1,1384375,0,0,0
"30041","PstI.TP646654",1,1399111,1.13166255723471,0.349172748404029,2.34055116166766
"3869","NsiI.TP279368",1,1408065,0,0,0
"6429","NsiI.TP408020",1,1421422,0.0554746935057721,0.0108221365967324,0.777614203495376
"13969","NsiI.TP72077",1,1422420,0,0,0
"40","GFSSContig11377_769",1,1481480,0.0518569142982653,0.0938546410348546,0.42343796846329
"13717","NsiI.TP707218",1,1504041,0,0,0
"2938","NsiI.TP229070",1,1511230,0,0,0
"21804","PstI.TP13650",1,1521127,0.182591824231261,0.0294560679952185,0.0201201302775028
"25355","PstI.TP329515",1,1537490,0.10221925277294,0.686612041532665,0.671962659618355
"18561","PstI.TP1121399",1,1542224,1.81685863857042,0.500385543053785,0.838142573538439
"14196","NsiI.TP735901",1,1547162,0.639504122627789,0.00872140642171131,0.893847609407016
"25035","PstI.TP312988",1,1615878,0.533163395555831,0.983263819651464,0.124193276737299
"19180","PstI.TP115729",1,1627848,0,0,0
"4037","NsiI.TP287495",1,1629591,0.254921955733206,0.2541723442212,0.159444937681609
"16140","NsiI.TP830386",1,1644699,0.582040658207152,0.19679826648983,0.825751779279841
"16988","PstI.TP1031399",1,1661159,0.352494444015189,0.0747749783088496,0.506510410531812
"21635","PstI.TP1294494",1,1663938,0,0,0
"26501","PstI.TP394777",1,1676644,0.764351431264868,0.912686582402414,0.987777152491763
"27418","PstI.TP455158",1,1676669,1.9110049706008,0.383080102709433,2.17348554207323
"15447","NsiI.TP796534",1,1682668,0,0,0
"13761","NsiI.TP709976",1,1682685,0.69040330828357,0.514273864133035,0.506968152157364
"11344","NsiI.TP595268",1,1683111,0,0,0
"25552","PstI.TP340129",1,1696284,0.136677677173405,0.182999586374517,0.0158111351363987
"34100","PstI.TP879262",1,1711195,0.944009032109592,0.106105912061969,0.77432539900075
"26526","PstI.TP396517",1,1727743,1.35383067410762,0.134971974461555,1.043716604488
"25955","PstI.TP362194",1,1738428,0.446792754237726,0.845673119234849,0.263190965879354
"3487","NsiI.TP257038",1,1777966,0.886864110999422,0.16275040928417,0.612520418865752
"4834","NsiI.TP331446",1,1795203,0.61629031389303,0.464346549860545,0.0361616656691488
"26685","PstI.TP404971",1,1802717,0.463077363849886,0.579486956323299,0.58836453287898
"31736","PstI.TP752031",1,1812794,0.132635840175103,0.414338798415667,0.778491575389265
"19335","PstI.TP1164925",1,1823087,0.24562049953245,0.112455459822269,0.116952417199475
"24284","PstI.TP267190",1,1826471,0.309834335455101,1.95246560724782,0.601245246949917
"25883","PstI.TP358550",1,1827875,0,0,0
"22269","PstI.TP162847",1,1850794,0,0,0
"35619","PstI.TP973765",1,1850824,0.145561924442892,0.102299128519484,0.260520707035361
"30198","PstI.TP662746",1,1875120,0.136937648440726,0.118983597256201,0.314410902245693
"2301","NsiI.TP198999",1,1902613,0.786622366816545,0.9923149781626,0.429221519578218
"28992","PstI.TP569202",1,1913143,0.457804113858509,0.231903488614825,0.112431883049612
"22866","PstI.TP193367",1,1929457,0.275462481205609,0.054696045193814,0.364031317322184
"16499","PstI.TP1004354",1,1929463,0.275051265949384,1.55887279304846,0.349494076459835
"34970","PstI.TP929619",1,1952038,0,0,0
"9225","NsiI.TP501075",1,1970427,0.454652472326622,0.190378192826873,0.671032766303878
"2564","NsiI.TP212267",1,1974353,0.580693507639773,2.00946738333563,0.398114011836662
"17761","PstI.TP1073657",1,1992755,0.0649293438544825,1.09334253150051,0.113733506847603
"5132","NsiI.TP346928",1,2007649,0.613606830129964,0.295048000767779,0.873031471896965
"8259","NsiI.TP465382",1,2030255,0,0,0
"26877","PstI.TP417865",1,2030761,0.0494017487047511,0.0628078600601854,0.657941355651638
"12775","NsiI.TP666080",1,2031570,0.366083835162238,0.00161419655804859,0.156069561995704
"14931","NsiI.TP76995",1,2035657,0.0255938822004711,0.253892290012894,0.105997928875282
"18332","PstI.TP1108087",1,2058532,0.250469701005794,0.185299008331413,0.424942368236825
"9711","NsiI.TP520381",1,2061408,0.0711130417357856,0.71973476151854,0.314110633107255
"35123","PstI.TP937968",1,2082361,0.502550898658678,0.841905042863211,0.398220582518009
"34208","PstI.TP885267",1,2084430,0.129157435352717,0.329800588200325,0.0479413566883047
"9794","NsiI.TP522007",1,2084710,0.557537362694088,0.0255377749269536,0.0507550612101387
"33964","PstI.TP871791",1,2088837,1.39961751592087,0.155005652929556,0.539188601500597
"19485","PstI.TP1172854",1,2090281,0.790293692480239,0.113408959209811,0.737268570663245
"6552","NsiI.TP412045",1,2102732,0.164861274327222,0.71433010848005,0.117741590145038
"3416","NsiI.TP252447",1,2106782,0.144691844879937,0.714493677879473,0.278777466156057
"22879","PstI.TP194713",1,2118577,0.0229051349937199,0.751524320589238,0.148893471587155
"35957","PstI.TP992189",1,2128106,0.00455157575637581,0.0697167280004964,0.00661932923446813
"2844","NsiI.TP224834",1,2135892,0,0,0
"15759","NsiI.TP812198",1,2141115,0,0,0
"17769","PstI.TP1074104",1,2141726,0.496340903242528,0.772593068011311,0.841049205169664
"19266","PstI.TP1161765",1,2167489,0,0,0
"36054","PstI.TP99836",1,2167938,0.234306224649131,0.218188624122136,0.200920930165874
"21236","PstI.TP127171",1,2168030,0.275383742355272,0.514741394255455,0.385152024138163
"18894","PstI.TP1142098",1,2178144,0.0623839712365656,0.150734763448729,0.310658457041661
"14936","NsiI.TP77014",1,2184209,0,0,0
"24645","PstI.TP291430",1,2184590,2.85664909264236,0.382999645901874,3.13151320844048
"22992","PstI.TP19978",1,2238336,0,0,0
"29715","PstI.TP627948",1,2248757,0,0,0
"27445","PstI.TP456950",1,2253706,0.430141182079013,0.560942191863632,0.616076050861978
"7400","NsiI.TP435455",1,2255018,0.389504256953683,0.0853182662955397,0.0835828897226614
"231","GFSSContig18743_720",1,2267526,0.0892872828984278,0.150914929967989,0.142598401851672
"21623","PstI.TP1294018",1,2280325,0.0529326730582805,1.24186416095588,0.063658216295673
"7957","NsiI.TP452359",1,2295850,0.0498853398064808,0.185923657803673,0.428724417590899
"28961","PstI.TP56186",1,2315028,0,0,0
"25911","PstI.TP35983",1,2316412,0,0,0
"17838","PstI.TP1078305",1,2344174,0.413437519505985,0.02619828805272,0.167532444697994
"31325","PstI.TP729908",1,2358833,0,0,0
"11074","NsiI.TP581618",1,2360930,0,0,0
"22342","PstI.TP167208",1,2365447,0.879780001148034,0.145108828421826,0.623874410157432
"17707","PstI.TP1070532",1,2365508,0.152395465442304,0.0805945734920839,0.00269055204170902
"27102","PstI.TP435581",1,2382439,0.459073430572885,0.76065867805964,0.00731740910146401
"15988","NsiI.TP823476",1,2397333,0.782396493491334,1.19994720222664,0.991288123400584
"35458","PstI.TP962587",1,2401015,0,0,0
"17530","PstI.TP1061070",1,2406219,0.215533264600892,1.32549790339689,0.232675488039912
"21206","PstI.TP1270297",1,2407541,0.326866950982736,0.905263146654914,0.0479731215700261
"7437","NsiI.TP436516",1,2429323,0,0,0
"33151","PstI.TP830503",1,2436800,0,0,0
"20611","PstI.TP1236997",1,2443424,0.491540088870548,0.944130988712604,0.628776014280948
"30127","PstI.TP653218",1,2466683,0.309998290773556,0.115572013873919,0.862622589615342
"31361","PstI.TP731711",1,2484952,0.443109014828143,2.16930970549965,0.100663606852581
"29200","PstI.TP584911",1,2497040,0.263693226597842,0.369533264377733,0.429666646788277
"16683","PstI.TP101400",1,2524399,0.00821548970034142,0.0914746073195868,0.131631566160827
"33978","PstI.TP87257",1,2524425,0,0,0
"9493","NsiI.TP509743",1,2527815,0.0342541236157628,0.125254079302903,0.110082852661296
"19942","PstI.TP1194780",1,2560012,0.0702507218821194,0.582783438079594,0.0535898442726012
"19944","PstI.TP1194789",1,2560027,0.00404427002386887,0.186201804598112,0.0890747676975321
"19943","PstI.TP1194784",1,2560051,0.909188297823055,0.807148066241094,0.595761107593514
"30520","PstI.TP684585",1,2561805,0.408113438029775,0.0369498352434697,0.403609411284927
"18020","PstI.TP108989",1,2588793,0,0,0
"20405","PstI.TP1224775",1,2595649,0,0,0
"15824","NsiI.TP814891",1,2595684,0.0527047725440372,0.238242753051772,0.0772608736860729
"35510","PstI.TP966432",1,2596832,0,0,0
"24817","PstI.TP302196",1,2600097,0.314783025717334,0.669564925059499,0.625863377302662
"6858","NsiI.TP421700",1,2601493,0,0,0
"8807","NsiI.TP486649",1,2601704,0,0,0
"14438","NsiI.TP747936",1,2617302,0.231597679631527,0.39188777455372,0.328205870432099
"20358","PstI.TP12220",1,2623236,0.104933208645189,0.213200709332468,0.331482160401398
"33416","PstI.TP84372",1,2643915,0.42977473634717,0.647056040626907,0.598228393005728
"33417","PstI.TP84374",1,2643932,0.616488344218062,0.145354936535445,0.586153037987605
"20573","PstI.TP1234629",1,2650110,0.293679199828463,0.149801339032274,0.0336221144353806
"3583","NsiI.TP262405",1,2659265,1.71641142697831,0.864567497008786,1.58747437546963
"18116","PstI.TP1095066",1,2661867,0.0478200458210672,1.032880646134,0.0372776382144239
"7430","NsiI.TP436355",1,2683471,0.4738190570306,0.0544537599993384,0.817135378143052
"34696","PstI.TP91366",1,2683935,0.143847110257049,0.90488075199229,0.218848540919301
"34697","PstI.TP91367",1,2683983,0.204501099662881,0.429780925730326,0.0565726250535725
"3586","NsiI.TP262723",1,2701695,0,0,0
"25961","PstI.TP362461",1,2717854,0.346344836848658,0.642745673325661,0.193858372440335
"15687","NsiI.TP810022",1,2736782,0,0,0
"5130","NsiI.TP346840",1,2737708,0.313580319322803,0.968744942418894,0.0336285251404489
"11648","NsiI.TP612",1,2739494,0.161999004092643,0.0716232596807796,0.19601189540209
"10215","NsiI.TP543728",1,2758860,1.17275062836696,1.02193474831819,1.11947040917371
"8580","NsiI.TP476081",1,2787885,0.189873286102348,1.47171179959791,0.1317086214971
"20729","PstI.TP1243434",1,2816817,0,0,0
"27187","PstI.TP441536",1,2816855,0.175546987318094,0.586814907706845,0.390810196734924
"17946","PstI.TP1085601",1,2820903,0,0,0
"15648","NsiI.TP807937",1,2822504,0,0,0
"4356","NsiI.TP307886",1,2823030,0.0304644100108707,0.17167819383592,0.328429969263279
"11495","NsiI.TP603286",1,2837607,0.208128174707784,0.282544222887283,0.263544308176498
"25234","PstI.TP322672",1,2846372,0.093273596388306,0.0162446498104133,0.401939796414544
"30159","PstI.TP65696",1,2848477,0.0511414496059796,0.211887048302528,0.0166337519695771
"17950","PstI.TP1085884",1,2858599,0.136968808515342,0.651769112660192,0.142746818432721
"11708","NsiI.TP615715",1,2859563,0.93176862038842,0.178140848897444,0.439302035176292
"11433","NsiI.TP601192",1,2877217,1.12341308901731,0.314016819123336,1.15883332378255
"28484","PstI.TP525202",1,2884119,0.219888061630182,0.397134797597965,0.343348820138298
"30598","PstI.TP68906",1,2893380,0.639882561719321,0.476368605187399,0.814949881940478
"3338","NsiI.TP248493",1,2912143,0.148802584109276,0.0912743607280496,0.151445460376104
"3339","NsiI.TP248494",1,2912156,0.497074279725261,0.498275633256416,0.278644351779552
"15539","NsiI.TP800628",1,2914696,0.258923608328311,0.343193465856277,0.0178471584292586
"23379","PstI.TP218456",1,2917050,0.623995597844522,0.300184881077732,0.88035440802107
"8492","NsiI.TP472422",1,2943582,0.586007577112361,0.0989744602641664,0.726973911335005
"32804","PstI.TP808618",1,2956046,0.293485226700204,0.150466479301774,0.237872250685748
"33962","PstI.TP87177",1,2958035,0.985862994958462,0.0413616377771488,0.773574820149837
"34621","PstI.TP910121",1,2970548,1.15569730760505,0.63283465264953,0.999293627374972
"9258","NsiI.TP502177",1,2971516,0.289047256149852,0.599252120610124,0.404970049020652
"31521","PstI.TP740841",1,2979318,0,0,0
"31444","PstI.TP736503",1,2979376,2.02807700434395,0.5079534737575,2.20985084282641
"15427","NsiI.TP795690",1,2979520,1.12662151028213,1.04456419322946,0.289890832541744
"23747","PstI.TP23705",1,2985941,0.407083449416863,0.460138165260657,1.76542832995224
"21179","PstI.TP1268585",1,2988383,0.271008167651209,0.292084541432014,0.657331008231146
"24272","PstI.TP266209",1,3006594,0.0185465501087993,0.673791627332399,0.38608905380315
"8540","NsiI.TP474256",1,3014149,0.0445024344498278,0.123852824473072,0.179518376096275
"9843","NsiI.TP523557",1,3014710,0.712925339368718,3.64451760183034,0.734037864610376
"21080","PstI.TP1262838",1,3015902,0.313336598298428,0.197379002858126,0.347539174105525
"28500","PstI.TP526532",1,3016481,0.019682042076939,0.322962155528104,0.0995148389915254
"25964","PstI.TP362775",1,3016582,0.748047050158786,0.239129945922192,0.374260682810498
"4334","NsiI.TP307255",1,3020815,0,0,0
"30074","PstI.TP648800",1,3026447,0.00362372674920623,0.274254367177056,0.00646255381139681
"29332","PstI.TP59735",1,3027630,0,0,0
"33534","PstI.TP849876",1,3050119,0.688171586946148,0.113414403861268,0.828589318770181
"21189","PstI.TP1268920",1,3050813,0,0,0
"12391","NsiI.TP641200",1,3051168,0,0,0
"30653","PstI.TP691644",1,3081682,0,0,0
"11487","NsiI.TP603018",1,3084527,0.400104963008985,0.0817512112442909,0.0742439234652148
"4692","NsiI.TP326185",1,3085249,0.0598138132910774,0.0685614593237761,0.135885631087471
"13970","NsiI.TP720846",1,3087651,0,0,0
"28105","PstI.TP496269",1,3093556,0,0,0
"27743","PstI.TP47659",1,3099267,0,0,0
"27742","PstI.TP47658",1,3099273,0.0795580600335036,1.37171343787527,0.067567190260985
"15711","NsiI.TP810718",1,3099667,0.288599815441152,0.148811551934285,0.110292072487031
"12006","NsiI.TP624882",1,3100006,0.343579231491594,0.131672420432747,0.206212191100983
"32017","PstI.TP768785",1,3108150,1.49029108138992,0.0373534040169793,0.968293393721998
"9727","NsiI.TP520698",1,3113038,0.136606944414443,0.795799575181245,0.0626486575424658
"26498","PstI.TP394468",1,3118128,0.0509512940739374,0.0220517293568984,0.157800215418863
"14470","NsiI.TP749903",1,3170487,0.171977709128509,0.931897846548694,0.283408268760827
"4275","NsiI.TP304061",1,3171203,0,0,0
"10200","NsiI.TP542903",1,3218791,0.29808125195571,0.282249951166102,0.259059747994904
"2976","NsiI.TP231108",1,3222611,0.634715763069981,0.0590776875742866,0.534761748744015
"6240","NsiI.TP400110",1,3226080,0,0,0
"23265","PstI.TP21363",1,3287441,0.353100849222311,2.1013638393952,0.379223494437826
"18040","PstI.TP1091652",1,3288560,0.015041925088521,0.346959133009262,0.0886144655030507
"4580","NsiI.TP320544",1,3288804,0.174536580994679,0.69494615489124,0.158031537262844
"34805","PstI.TP919804",1,3298099,0.0596287091123461,0.495505949665888,0.261581967346469
"2549","NsiI.TP211514",1,3302756,0,0,0
"23175","PstI.TP209693",1,3305106,0,0,0
"24319","PstI.TP269249",1,3305595,0.91691322496523,0.204903220520205,0.890895396915911
"19727","PstI.TP1184342",1,3305691,0.50683857632844,0.124670874407027,0.514269186749345
"31528","PstI.TP741170",1,3312416,0,0,0
"29687","PstI.TP626124",1,3342723,0.370546304911511,0.150380237744971,0.265624338458234
"1913","NsiI.TP177729",1,3353639,0.959623600290256,1.36320415206149,0.212524632751533
"9669","NsiI.TP518551",1,3353724,0,0,0
"21382","PstI.TP1279908",1,3354502,1.10453856982281,0.0199041578789715,0.989034598346645
"17490","PstI.TP1059573",1,3357749,0.721283738821462,0.129952811580819,0.250496308107742
"7143","NsiI.TP428684",1,3363336,0.0620446238096568,0.652102337403464,0.237663016705566
"11086","NsiI.TP582201",1,3374367,0,0,0
"9349","NsiI.TP504485",1,3381640,0,0,0
"20721","PstI.TP1243055",1,3389055,0,0,0
"29868","PstI.TP637101",1,3390212,0.385543675617728,0.474243465736218,0.728876803101357
"3567","NsiI.TP260939",1,3396877,0.489756828510546,0.0242971881591465,0.497114356973993
"20742","PstI.TP1244443",1,3397749,0.844638675175602,0.00777334696815081,0.522688407114514
"3220","NsiI.TP24278",1,3414839,0,0,0
"29793","PstI.TP632135",1,3443106,0.709067896498762,1.04540378968877,0.20233155237636
"13163","NsiI.TP679512",1,3457260,0,0,0
"20023","PstI.TP1199997",1,3471828,0,0,0
"31823","PstI.TP757375",1,3471897,0,0,0
"30161","PstI.TP65781",1,3479205,0.279121894239214,0.40812029435013,0.334916083570683
"22531","PstI.TP17640",1,3513489,0.440379010728323,0.575369351568613,0.89457262515813
"27436","PstI.TP456045",1,3516456,0,0,0
"31259","PstI.TP726521",1,3535515,0.220584198780722,0.252384007686654,0.0976687628273127
"22052","PstI.TP149871",1,3568761,0.266036265901207,0.0443006986763522,0.322420999827619
"26162","PstI.TP374511",1,3576636,1.01502421850074,0.0579353092715232,0.458771333472539
"21170","PstI.TP1267977",1,3576713,0.0684423210904485,0.0798869478618186,0.313204505901871
"23204","PstI.TP210807",1,3577073,0.208158459726485,0.0684101553084688,0.0525246816341781
"23344","PstI.TP217326",1,3620492,0.267435554167135,1.59012174344276,0.32400449208519
"19143","PstI.TP1155202",1,3620639,0,0,0
"199","GFSSContig18013_689",1,3623605,0.0984131947829228,0.0900635542481514,0.3270698374353
"176","GFSSContig1730_934",1,3627877,0.713820367576119,0.4668409182151,1.25087646311712
"23593","PstI.TP227791",1,3658866,0.167876434720893,0.299105332603667,0.546499195280239
"30296","PstI.TP669284",1,3667773,0,0,0
"35597","PstI.TP972367",1,3682483,0.104967053278972,0.246414929696236,0.183571315785833
"20374","PstI.TP12228",1,3683456,0.473442155147173,0.258170079178367,0.391964743453484
"26158","PstI.TP374309",1,3692759,0.0330545869151806,0.66240352147334,0.311381782358449
"35441","PstI.TP961085",1,3705536,0.946250154324202,1.46575635334887,0.556118913331707
"23392","PstI.TP21889",1,3705780,0.391011598090162,0.144979935645448,0.858758212786997
"23732","PstI.TP236358",1,3737433,0.114745553423478,0.292887775925273,0.456878079274862
"25546","PstI.TP339980",1,3742769,0.159024661443914,0.0594462374012363,0.325627876210765
"1898","NsiI.TP177313",1,3751879,0,0,0
"22195","PstI.TP15894",1,3778286,0.226663852634036,0.33980352430065,0.625811118114582
"25791","PstI.TP353084",1,3778381,0.999859871475212,0.296111428816682,0.464812945218758
"5867","NsiI.TP38024",1,3799851,0.0750426166231413,0.0501823335321837,0.608743879325514
"19548","PstI.TP1175821",1,3851577,0,0,0
"12909","NsiI.TP670277",1,3855543,0.126336473677738,0.115096848239518,0.118794110437328
"20414","PstI.TP12252",1,3868495,0.169209370519099,0.910487961070085,0.815419066983545
"33531","PstI.TP84946",1,3887760,1.52227631412155,0.232800084125851,1.89335649216398
"14089","NsiI.TP730040",1,3910389,0.0715400235016642,0.0706205613917888,0.178543172524324
"2773","NsiI.TP221823",1,3948125,0,0,0
"17371","PstI.TP1053336",1,3955998,0.0761917258540578,0.0263882355370867,0.223026039310306
"6314","NsiI.TP403662",1,3957731,0.499267580253319,0.20160186702554,0.362776430559934
"11258","NsiI.TP591769",1,3965582,0.226126407830677,0.149455327803796,0.937788643572275
"25588","PstI.TP343137",1,3988996,0.798985502028245,0.444104950941299,0.431988297059453
"28342","PstI.TP51305",1,3991347,0.660583895290195,0.0369551689173887,0.636643096235376
"22701","PstI.TP184548",1,4015875,0.967006339224178,1.25195804530309,0.0966860799280654
"2907","NsiI.TP227654",1,4023324,0,0,0
"34296","PstI.TP891020",1,4033768,0.443372866757588,0.827740436622251,0.612492161328602
"18454","PstI.TP1114972",1,4045057,0,0,0
"18979","PstI.TP1146887",1,4048849,1.01566201338984,0.346245031148169,1.05624621852805
"16551","PstI.TP1007615",1,4064445,0,0,0
