"","Name","Chromosome","Position","Surv","CmDW_g","Cml_cm","CmD_BI_mm","CmD_LI_mm","CmN.","Bcirc_cm","Yld_kg","SDW_kg","CCirc_cm","Lg","GS","TFN.","FNMain","FNsmall","FD","SRD","ADD","HD_1","FD_1","HD_50.","FD_50.","HW_1","FW_1","HW_50","FW_50","GHW_1","GFW_1","GHW_50","GFW_50","HM_1","FM_1","HM_50","FM_50","fprind","fprinW","fprinGW","fprinM","Adj.P.Surv","Adj.P.CmDW_g","Adj.P.Cml_cm","Adj.P.CmD_BI_mm","Adj.P.CmD_LI_mm","Adj.P.CmN.","Adj.P.Bcirc_cm","Adj.P.Yld_kg","Adj.P.SDW_kg","Adj.P.CCirc_cm","Adj.P.Lg","Adj.P.GS","Adj.P.TFN.","Adj.P.FNMain","Adj.P.FNsmall","Adj.P.FD","Adj.P.SRD","Adj.P.ADD","Adj.P.HD_1","Adj.P.FD_1","Adj.P.HD_50.","Adj.P.FD_50.","Adj.P.HW_1","Adj.P.FW_1","Adj.P.HW_50","Adj.P.FW_50","Adj.P.GHW_1","Adj.P.GFW_1","Adj.P.GHW_50","Adj.P.GFW_50","Adj.P.HM_1","Adj.P.FM_1","Adj.P.HM_50","Adj.P.FM_50","Adj.P.fprind","Adj.P.fprinW","Adj.P.fprinGW","Adj.P.fprinM"
"19424","PstI.TP1169914",1,194807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16400","NsiI.TP96063",1,195779,2.16999698588285,1.29004349329391,1.40674381854047,0.792268137812606,1.04630902077041,0.397993501837281,0.932674880486302,0.883108641600698,0.636662817410146,0.583077091523071,0.012514974186091,0.0297510241837228,0.884406495722309,0.466972225760655,0.147304317601623,0.0147889899234793,1.24836981205831,0.157198416486378,1.26318004099284,1.38585504882278,1.03486620749301,1.0856388903693,1.20563092486381,1.27079007248982,0.980260783006083,1.05469899941313,1.03892304454904,1.20315044445389,0.85887389004552,1.01476691807676,1.11344979109607,0.980329832636657,0.882403400459578,0.584781444675501,1.08975974639829,1.03795888771107,0.952614585074078,1.05449624808574,1,1,1,0.900465924329446,1,0.561375395517053,1,0.981127744301659,0.775173422204694,0.72449920760446,0.0438954600473955,0.0888272491720186,0.982861503945638,0.626565053660415,0.307579281507293,0.0513375402422587,1,0.325308613165063,1,1,1,1,1,1,1,1,1,1,0.95548694299956,1,1,1,0.977714888418338,0.724910441585926,1,1,1,1
"9755","NsiI.TP521153",1,258294,0.168044473823955,0.0338505741246665,0.00941949910442429,0.0232481536426907,0.00453472671031362,0.183502516168034,0.478201451418909,0.000863471514324348,0.0315234072569922,0.0814425878749611,0.159332809820223,0.0453994568095779,0.541575939768581,0.412375202598661,0.282804283017253,0.0542834149584478,0.246411061338218,0.55975946323428,0.120388557577687,0.159773460757357,0.173486467269882,0.153770637192883,0.136958843595971,0.176257484194837,0.171214060625924,0.169940446703841,0.147331874599906,0.187118380105493,0.167654191311363,0.151968514127645,0.17685962742935,0.104993759872752,0.0749690054453408,0.13413548011763,0.159993960802129,0.170427260036453,0.164002453014143,0.155327608896216,0.330236776898418,0.106719146246188,0.0339353981911215,0.0776257743021301,0.0167948704353241,0.353129568787501,0.633319900869962,0.00327734118730933,0.101049628805324,0.210341380607715,0.316769959014608,0.12266044750648,0.689347930106114,0.577754340840922,0.458551699204677,0.155228199605425,0.425355514281719,0.704043053274782,0.26883127689274,0.3226054415977,0.339945682295461,0.314852468369745,0.2926849498248,0.343733049966132,0.336938216810358,0.334685779202725,0.306874794560857,0.355931272467164,0.332525663976063,0.311697353305028,0.343585471714844,0.245999835902115,0.193386809757788,0.288255892722267,0.322418028670272,0.335517846266033,0.327351798914513,0.31696142210046
"24373","PstI.TP271714",1,262844,0.0237240031231184,0.0391070656857759,0.210528371014888,0.187926110406306,0.00383915961594751,0.77718180993698,0.132460827040499,0.186324076684953,0.21623810566885,0.316572806372856,0.0706607760106198,0.572950813532247,0.887486727310019,0.768704692480676,1.23183086336616,0.44119918161734,0.0630147342339271,0.620018648262349,0.49463071956982,0.491302670498695,0.423272067700913,0.472436006273275,0.47869182728195,0.476184883043121,0.387627910939236,0.481167799168484,0.368853679681615,0.48789275728149,0.424662153217632,0.537743708249369,0.402756441148267,0.685690583976275,0.449121810986588,0.605596682423293,0.457547600492249,0.45060327798263,0.460254911332721,0.465824252145811,0.0762582902562659,0.120233070920794,0.38846379481731,0.359057512970161,0.014280312535592,0.887342515946236,0.292042654797818,0.358750641807959,0.395055160059156,0.490250206683397,0.18640395355784,0.688991967969068,0.985371948064824,0.884288513029315,1,0.602193497209023,0.175767176459573,0.754696201379238,0.647733268300881,0.643739846542588,0.585699477729699,0.628301955908649,0.633708366174185,0.631854986184511,0.555239979756099,0.636174520475994,0.537456760703764,0.64158706499925,0.586852908837075,0.683481666019907,0.566146319018372,0.809578969912466,0.608907803549628,0.74212675285887,0.615246210841504,0.609931026437011,0.617636886772629,0.621811000903155
"26973","PstI.TP424788",1,263370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32845","PstI.TP811380",1,281841,1.04374648788617,1.17155492956554,0.515719399544236,1.02182730130097,1.56470917056959,0.993489429980126,0.685794480509549,0.454151719278476,0.511459628566678,0.221676759043007,0.514183038541175,0.339085532641499,0.996478056618244,0.643045270122732,0.778508059416462,0.0250991359438522,0.373499000461497,0.37724576342611,1.00195579741721,0.954689507707673,1.04261174752893,0.980065998584356,1.03256476074048,0.942598153525304,0.98604178796443,0.98399643065912,0.920625828278427,0.998427916402368,0.928144377786144,1.03022249578837,0.804007377544816,0.739133915613409,0.839884676486096,0.838119301260022,1.00401434619925,0.98628432807181,0.970669817448774,0.806470980345206,1,1,0.669687369679119,1,1,1,0.806836205328484,0.617048576684675,0.667711719991111,0.395700196881043,0.651974192574889,0.468362946452575,1,0.77690718808802,0.890146342063915,0.0822761030013387,0.546033296684404,0.548268096754922,1,1,1,1,1,1,1,1,1,1,1,1,0.908564842362215,0.854712405365826,0.940142503331241,0.938676970513055,1,1,1,0.911092059187885
"35005","PstI.TP931820",1,284314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7031","NsiI.TP426085",1,284999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1340","NsiI.TP148773",1,285352,0.414008929425398,0.215007857460714,0.168757231638669,0.170955351698909,0.0562209094151657,0.036126157926578,0.239246063574289,0.422720593058292,0.353268939673324,0.253824415618577,0.0117059974519206,0.0833766056025624,0.401648395457359,0.260404815900801,0.0847009961185163,0.48569059758186,0.168232733985888,0.131014821916047,0.459364970693314,0.444018647929161,0.416638773075256,0.432698856610653,0.470817249137597,0.37616607353294,0.367080485346974,0.429593313049005,0.504427783520094,0.388479692983656,0.424588912357967,0.376887136891539,0.423818786157034,0.486303076784584,0.396779743916002,0.583662397208983,0.429193560013089,0.408917387553076,0.416073097302238,0.442831589755093,0.574042834994637,0.391681148916822,0.340305709397423,0.339558408944368,0.160743161065956,0.112245208412942,0.416232557598657,0.589160806483901,0.529280088634156,0.428458557970121,0.0412544957075108,0.187540198391004,0.566973882075696,0.43813180084051,0.212535777216313,0.640745833870743,0.339304800033372,0.290608443123197,0.617275955554823,0.604646804515587,0.580460180007715,0.594594331633739,0.627387354820775,0.544855760050441,0.536758531410113,0.591768970200492,0.655685259218137,0.554698708569842,0.58681907433452,0.545369674855376,0.584483810563858,0.640874431602471,0.563451280779156,0.723902166833726,0.590834911071995,0.573163642009453,0.5804115166387,0.601947890153737
"1341","NsiI.TP148774",1,285397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24810","PstI.TP301730",1,298129,0,0.299110315987926,0.491886786907097,0.054089222606467,0.235390427945746,0.193076727855653,0.602675688371772,0.297843110417386,0.5165634705957,0.307073166874537,0.0903216840516086,0.686720265070456,0.966327810377934,1.0144091205344,1.21165330501503,0.239119751699832,1.12755321221695,0.789539795416347,0.828436277598603,0.849136663168869,0.793454973093571,0.875740170862989,0.887622518395269,0.823778347048606,0.819754281736308,0.856633669230756,0.868547392458417,0.74015760770179,0.825795499649816,0.915440037061232,1.05172138502199,0.777227705178928,0.767221235815069,1.03168120776067,0.844812411344731,0.845804378695913,0.854711417316112,0.986515323678412,0,0.477764715113364,0.650243068556409,0.155808737661413,0.415087699179383,0.364060450120425,0.737841715302117,0.47543424828452,0.672283260372088,0.481350727398501,0.220908170121746,0.795624853158148,1,1,1,0.414354825667125,1,0.89800851388273,0.931126460258452,0.949778201724465,0.899739295176773,0.971135942763352,0.982532345663985,0.927479892312423,0.921827636772401,0.95446589444563,0.966159247242444,0.855099041525914,0.926873111319083,1,1,0.887697991090836,0.878214862121173,1,0.943975920382966,0.944499440491943,0.951853899956916,1
"31012","PstI.TP710662",1,335281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11035","NsiI.TP579900",1,335878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7784","NsiI.TP443857",1,339059,1.50533552029885,0.168571846025531,0.13527599642005,0.0584583201605167,0.221077455520846,0.460441020919674,0.648601249820537,0.0292109434917793,0.0379114483435642,0.0600814572720481,0.011581779330142,0.67067608256307,0.359938107645652,0.0238343565460545,0.0974872237024343,0.746028524005324,0.661715584937186,0.815661731316887,1.99997575055416,1.90284433507664,1.72261562150047,1.73883517275425,1.94511358883165,1.88842304186943,1.63296934712761,1.74091568990902,1.87507756627859,1.75016565348413,1.54747279417446,1.88176073973651,2.24424302417183,1.86296979709285,1.9089731849401,1.64200459134726,1.75381313450512,1.71364187062929,1.69923016925953,2.14198482763942,1,0.339571352462705,0.296534055688925,0.165590243401698,0.399371437895394,0.615672887581948,0.775816969530624,0.094012711025714,0.117893007136798,0.16837925215762,0.0408686078484565,0.780418476814579,0.5286080707201,0.0782082432291339,0.234166595378957,0.860479333108672,0.789865115245367,0.920639306907823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"17198","PstI.TP1043924",1,365760,0.267622717092249,1.28770086611822,0.767537495727522,0.727401737860386,0.919899991284302,2.57873808598247,0.74379805038075,0.451634327207184,0.524356864290003,0.694700955819955,0.140140951265652,1.18975299919845,0.1548836582799,0.0534848437446989,0.0225352897210789,0.019893713054803,0.362922325267531,1.21207707015973,0.400529625807677,0.388726057934163,0.612736116607104,0.547369522834976,0.457126236148421,0.374262783630424,0.587032524829231,0.572329372719421,0.509341502327159,0.339492950787209,0.693868911187237,0.536894778549075,0.50664950813017,0.340135783013851,0.688545411343488,0.625270175611777,0.556415606635561,0.571961445834392,0.601289237631749,0.49827247807175,0.43800311176531,1,0.882017995981875,0.845718640449344,1,1,0.855691416434713,0.614530563315469,0.67911967120649,0.819721687602359,0.292614237026133,1,0.317979375355844,0.153026126496923,0.0737845704458624,0.0671145476976471,0.536130863901701,1,0.566268181932959,0.55597651048509,0.747192707174332,0.693055622064017,0.615183905508809,0.543395138233946,0.726201772705408,0.71441452938758,0.660075273314271,0.512148716997274,0.814929582026394,0.682835551304987,0.656633774444301,0.510546284023732,0.811224400823754,0.758478994873204,0.700794058101918,0.713676255351343,0.737953556936005,0.65040175023161
"17199","PstI.TP1043926",1,365816,0.0619281342344474,0.320493927372836,0.136652634456405,0.352647207426174,0.830012930726008,0.103556840504968,0.436267992132393,0.163529643918588,0.18657582214211,0.0717079865872731,0.0198650322411779,0.0978172733090342,0.203612461890807,0.201014901081025,0.217323273493004,0.199457042780486,0.0973379680337974,0.816217162570858,0.58640884658155,0.643823260347707,0.694211410391144,0.64343152113816,0.615213595756025,0.663781625478124,0.633830526581694,0.673128801475096,0.714797057762518,0.681939905963808,0.666629821935721,0.659248720938546,0.922261402395049,0.77155522061534,0.773377404706039,0.73910421890647,0.659747726861346,0.660199867067232,0.673570884124146,0.88143096884786,0.167588758872211,0.497150980769158,0.298355633871544,0.525187042819238,0.935403992381493,0.245300903192864,0.598137335307054,0.331319211190995,0.361369256052475,0.192344122191282,0.0666192067205304,0.207905633969988,0.376992792812859,0.375555278018846,0.391967978344512,0.371913080493034,0.238668311435553,0.921166295691148,0.726011590818871,0.774037839205385,0.816208424388988,0.773000324073169,0.750265436850871,0.790944703831953,0.765543560469901,0.797670603579389,0.833218005120765,0.806140177097154,0.790995495956346,0.786639150148046,1,0.882755843052641,0.883664000159306,0.855206937510869,0.787199026125717,0.787352703328561,0.798758742976872,0.976307688646192
